question,A,B,C,D,answer,category,clean,corrupted,correct_idx,incorrect_idx
"In relation to Eating Disorders, it is correct that:
",ED have decreased their prevalence over the last decades,AN has the highest mortality across all mental disorders,BED occurs exclusively in obese subjects,Individuals with BN are predominantly impulsive and have comorbid borderline personality disorder,B,nutrition,"In relation to Eating Disorders, it is correct that:

(A) ED have decreased their prevalence over the last decades
(B) AN has the highest mortality across all mental disorders
(C) BED occurs exclusively in obese subjects
(D) Individuals with BN are predominantly impulsive and have comorbid borderline personality disorder
Answer: (","Which is the most possible answer?
(A) ED have decreased their prevalence over the last decades
(B) AN has the highest mortality across all mental disorders
(C) BED occurs exclusively in obese subjects
(D) Individuals with BN are predominantly impulsive and have comorbid borderline personality disorder
Answer: (",33,"[32, 34, 35]"
"What are the limitations of food balance sheets? (select all that apply)?
",No account is taken of waste or losses of food,Consumption estimates give higher values than those derived from other types of surveys,No information is available on the distribution of consumption within a country,All of the options given are correct,D,nutrition,"What are the limitations of food balance sheets? (select all that apply)?

(A) No account is taken of waste or losses of food
(B) Consumption estimates give higher values than those derived from other types of surveys
(C) No information is available on the distribution of consumption within a country
(D) All of the options given are correct
Answer: (","Which is the most possible answer?
(A) No account is taken of waste or losses of food
(B) Consumption estimates give higher values than those derived from other types of surveys
(C) No information is available on the distribution of consumption within a country
(D) All of the options given are correct
Answer: (",35,"[32, 33, 34]"
"The pancreas secretes a large amount of digestive enzymes after a meal. Which statement about this process is correct?
",Pepsinogen is the chief enzyme which digests protein and requires removal of a peptide sequence from the active cleft before it can work,Pancreatic á-amylase will hydrolyse starch to free glucose,Enteropeptidase converts trypsinogen to trypsin by cleavage of a peptide sequence that blocks the active site of trypsin.,Pancreatic secretion of hydrochloric acid is required to provide the correct pH for maximal pancreatic enzyme in the duodenum,C,nutrition,"The pancreas secretes a large amount of digestive enzymes after a meal. Which statement about this process is correct?

(A) Pepsinogen is the chief enzyme which digests protein and requires removal of a peptide sequence from the active cleft before it can work
(B) Pancreatic á-amylase will hydrolyse starch to free glucose
(C) Enteropeptidase converts trypsinogen to trypsin by cleavage of a peptide sequence that blocks the active site of trypsin.
(D) Pancreatic secretion of hydrochloric acid is required to provide the correct pH for maximal pancreatic enzyme in the duodenum
Answer: (","Which is the most possible answer?
(A) Pepsinogen is the chief enzyme which digests protein and requires removal of a peptide sequence from the active cleft before it can work
(B) Pancreatic á-amylase will hydrolyse starch to free glucose
(C) Enteropeptidase converts trypsinogen to trypsin by cleavage of a peptide sequence that blocks the active site of trypsin.
(D) Pancreatic secretion of hydrochloric acid is required to provide the correct pH for maximal pancreatic enzyme in the duodenum
Answer: (",34,"[32, 33, 35]"
"A deficiency of which vitamin has been associated with enamel defects and increased risk of dental caries?
",Vitamin A,Folic acid,Vitamin C,Vitamin D,D,nutrition,"A deficiency of which vitamin has been associated with enamel defects and increased risk of dental caries?

(A) Vitamin A
(B) Folic acid
(C) Vitamin C
(D) Vitamin D
Answer: (","Which is the most possible answer?
(A) Vitamin A
(B) Folic acid
(C) Vitamin C
(D) Vitamin D
Answer: (",35,"[32, 33, 34]"
"Which of these factors reduces the risk for cancer of the colorectum?
",Vitamin C,Dietary fibre,Alcohol,Oestrogen,B,nutrition,"Which of these factors reduces the risk for cancer of the colorectum?

(A) Vitamin C
(B) Dietary fibre
(C) Alcohol
(D) Oestrogen
Answer: (","Which is the most possible answer?
(A) Vitamin C
(B) Dietary fibre
(C) Alcohol
(D) Oestrogen
Answer: (",33,"[32, 34, 35]"
"Deficiencies of which of the following nutrients can lead to anaemia?
",Iodine and vitamin C,Copper and iron,Zinc and protein,Vitamin D and zinc,B,nutrition,"Deficiencies of which of the following nutrients can lead to anaemia?

(A) Iodine and vitamin C
(B) Copper and iron
(C) Zinc and protein
(D) Vitamin D and zinc
Answer: (","Which is the most possible answer?
(A) Iodine and vitamin C
(B) Copper and iron
(C) Zinc and protein
(D) Vitamin D and zinc
Answer: (",33,"[32, 34, 35]"
"Which of two hormones act on the hypothalamus to increase satiety and hunger, respectively?
",Leptin and insulin,Leptin and ghrelin,Ghrelin and leptin,Ghrelin and insulin,B,nutrition,"Which of two hormones act on the hypothalamus to increase satiety and hunger, respectively?

(A) Leptin and insulin
(B) Leptin and ghrelin
(C) Ghrelin and leptin
(D) Ghrelin and insulin
Answer: (","Which is the most possible answer?
(A) Leptin and insulin
(B) Leptin and ghrelin
(C) Ghrelin and leptin
(D) Ghrelin and insulin
Answer: (",33,"[32, 34, 35]"
"What is the phenotype of a congenital disorder impairing the secretion of leptin?
","Normal energy intake, normal body weight and hyperthyroidism","Obesity, excess energy intake, normal growth and hypoinsulinaemia","Obesity, abnormal growth, hypothyroidism, hyperinsulinaemia","Underweight, abnormal growth, hypothyroidism, hyperinsulinaemia",C,nutrition,"What is the phenotype of a congenital disorder impairing the secretion of leptin?

(A) Normal energy intake, normal body weight and hyperthyroidism
(B) Obesity, excess energy intake, normal growth and hypoinsulinaemia
(C) Obesity, abnormal growth, hypothyroidism, hyperinsulinaemia
(D) Underweight, abnormal growth, hypothyroidism, hyperinsulinaemia
Answer: (","Which is the most possible answer?
(A) Normal energy intake, normal body weight and hyperthyroidism
(B) Obesity, excess energy intake, normal growth and hypoinsulinaemia
(C) Obesity, abnormal growth, hypothyroidism, hyperinsulinaemia
(D) Underweight, abnormal growth, hypothyroidism, hyperinsulinaemia
Answer: (",34,"[32, 33, 35]"
"What are the effects of globalisation on food security?
",Wealthy countries subsidies and trade barriers make it difficult for developing countries to take advantage of the potential of globalisation for advancing food security.,"World Trade Organisation rules do not cover agriculture, so globalisation really has no bearing on food security.",Supermarkets are so far the only way in which food and agriculture have experienced globalisation.,Developing countries need to create publicly-owned food reserves in order to realise the potential benefits.,A,nutrition,"What are the effects of globalisation on food security?

(A) Wealthy countries subsidies and trade barriers make it difficult for developing countries to take advantage of the potential of globalisation for advancing food security.
(B) World Trade Organisation rules do not cover agriculture, so globalisation really has no bearing on food security.
(C) Supermarkets are so far the only way in which food and agriculture have experienced globalisation.
(D) Developing countries need to create publicly-owned food reserves in order to realise the potential benefits.
Answer: (","Which is the most possible answer?
(A) Wealthy countries subsidies and trade barriers make it difficult for developing countries to take advantage of the potential of globalisation for advancing food security.
(B) World Trade Organisation rules do not cover agriculture, so globalisation really has no bearing on food security.
(C) Supermarkets are so far the only way in which food and agriculture have experienced globalisation.
(D) Developing countries need to create publicly-owned food reserves in order to realise the potential benefits.
Answer: (",32,"[33, 34, 35]"
"Which of the following statements is correct?
",The amount of oxygen available in the headspace of canned food is kept at a high level so as to limit losses of vitamin C,Reheating canned vegetables before serving only causes small losses of vitamin C,Losses of vitamin C are much higher for most canned fruits than those for canned vegetables,Losses of vitamin C in canned foods during storage at ambient temperature tend to be small,D,nutrition,"Which of the following statements is correct?

(A) The amount of oxygen available in the headspace of canned food is kept at a high level so as to limit losses of vitamin C
(B) Reheating canned vegetables before serving only causes small losses of vitamin C
(C) Losses of vitamin C are much higher for most canned fruits than those for canned vegetables
(D) Losses of vitamin C in canned foods during storage at ambient temperature tend to be small
Answer: (","Which is the most possible answer?
(A) The amount of oxygen available in the headspace of canned food is kept at a high level so as to limit losses of vitamin C
(B) Reheating canned vegetables before serving only causes small losses of vitamin C
(C) Losses of vitamin C are much higher for most canned fruits than those for canned vegetables
(D) Losses of vitamin C in canned foods during storage at ambient temperature tend to be small
Answer: (",35,"[32, 33, 34]"
"Which statement about Engel's law on food economics is correct?
","As income rises, the proportion of income spent on food, declines","As income rises, the proportion of income spent on food, increases","As income rises, the proportion of income spent on food, remains similar","As income declines, the proportion of income spent on food, declines",A,nutrition,"Which statement about Engel's law on food economics is correct?

(A) As income rises, the proportion of income spent on food, declines
(B) As income rises, the proportion of income spent on food, increases
(C) As income rises, the proportion of income spent on food, remains similar
(D) As income declines, the proportion of income spent on food, declines
Answer: (","Which is the most possible answer?
(A) As income rises, the proportion of income spent on food, declines
(B) As income rises, the proportion of income spent on food, increases
(C) As income rises, the proportion of income spent on food, remains similar
(D) As income declines, the proportion of income spent on food, declines
Answer: (",32,"[33, 34, 35]"
"The stomach lining contains several types of cells. Which statement about them is correct?
",Mucous cells secrete the glycoprotein mucin,Chief cells the hormone gastrin (which stimulates acid secretion).,"Parietal cells secrete pepsinogen, the inactive precursor of pepsin",G Cells secrete hydrochloric acid,A,nutrition,"The stomach lining contains several types of cells. Which statement about them is correct?

(A) Mucous cells secrete the glycoprotein mucin
(B) Chief cells the hormone gastrin (which stimulates acid secretion).
(C) Parietal cells secrete pepsinogen, the inactive precursor of pepsin
(D) G Cells secrete hydrochloric acid
Answer: (","Which is the most possible answer?
(A) Mucous cells secrete the glycoprotein mucin
(B) Chief cells the hormone gastrin (which stimulates acid secretion).
(C) Parietal cells secrete pepsinogen, the inactive precursor of pepsin
(D) G Cells secrete hydrochloric acid
Answer: (",32,"[33, 34, 35]"
"Which of these factors increases the risk for lung cancer?
",Saturated fat,Obesity,High dose ß-carotene supplements,Alcohol,C,nutrition,"Which of these factors increases the risk for lung cancer?

(A) Saturated fat
(B) Obesity
(C) High dose ß-carotene supplements
(D) Alcohol
Answer: (","Which is the most possible answer?
(A) Saturated fat
(B) Obesity
(C) High dose ß-carotene supplements
(D) Alcohol
Answer: (",34,"[32, 33, 35]"
"According to the recommendations for the nutritional management of patients with diabetes, the consumption of saturated fat should be:
",<10% of total daily energy,<12%,<15%,<16%,A,nutrition,"According to the recommendations for the nutritional management of patients with diabetes, the consumption of saturated fat should be:

(A) <10% of total daily energy
(B) <12%
(C) <15%
(D) <16%
Answer: (","Which is the most possible answer?
(A) <10% of total daily energy
(B) <12%
(C) <15%
(D) <16%
Answer: (",32,"[33, 34, 35]"
"When using bioelectrical impedance for measuring body composition, why does an electrical current travel faster through muscle than it does through fat?
",Muscle contains less water than fat,Muscle contains more water than fat,Muscle weighs more than fat,Muscle weighs less than fat,B,nutrition,"When using bioelectrical impedance for measuring body composition, why does an electrical current travel faster through muscle than it does through fat?

(A) Muscle contains less water than fat
(B) Muscle contains more water than fat
(C) Muscle weighs more than fat
(D) Muscle weighs less than fat
Answer: (","Which is the most possible answer?
(A) Muscle contains less water than fat
(B) Muscle contains more water than fat
(C) Muscle weighs more than fat
(D) Muscle weighs less than fat
Answer: (",33,"[32, 34, 35]"
"Maternal weight gain is usually monitored in pregnancy. Which of the following statements is/are true:
",research to define pattern and level of optimal weight gain is ongoing,both inadequate and excessive weight gain are associated with poorer maternal and infant health outcomes,excessive maternal weight gain in pregnancy has been linked to obesity in the offspring,all of the options given are correct,D,nutrition,"Maternal weight gain is usually monitored in pregnancy. Which of the following statements is/are true:

(A) research to define pattern and level of optimal weight gain is ongoing
(B) both inadequate and excessive weight gain are associated with poorer maternal and infant health outcomes
(C) excessive maternal weight gain in pregnancy has been linked to obesity in the offspring
(D) all of the options given are correct
Answer: (","Which is the most possible answer?
(A) research to define pattern and level of optimal weight gain is ongoing
(B) both inadequate and excessive weight gain are associated with poorer maternal and infant health outcomes
(C) excessive maternal weight gain in pregnancy has been linked to obesity in the offspring
(D) all of the options given are correct
Answer: (",35,"[32, 33, 34]"
"Which of the following will provide the main fuel for muscle contraction during short-term intense activity such as sprinting?
",Muscle triacylglycerol,Plasma free fatty acids,Plasma triacylglycerol in VLDL,Muscle glycogen,D,nutrition,"Which of the following will provide the main fuel for muscle contraction during short-term intense activity such as sprinting?

(A) Muscle triacylglycerol
(B) Plasma free fatty acids
(C) Plasma triacylglycerol in VLDL
(D) Muscle glycogen
Answer: (","Which is the most possible answer?
(A) Muscle triacylglycerol
(B) Plasma free fatty acids
(C) Plasma triacylglycerol in VLDL
(D) Muscle glycogen
Answer: (",35,"[32, 33, 34]"
"How many calories should a woman eat each day during pregnancy?
",Less than 200 kCal,An additional 200 kCal in the third trimester only,An additional 200 kCal throughout pregnancy,No change from pre-pregnant levels,B,nutrition,"How many calories should a woman eat each day during pregnancy?

(A) Less than 200 kCal
(B) An additional 200 kCal in the third trimester only
(C) An additional 200 kCal throughout pregnancy
(D) No change from pre-pregnant levels
Answer: (","Which is the most possible answer?
(A) Less than 200 kCal
(B) An additional 200 kCal in the third trimester only
(C) An additional 200 kCal throughout pregnancy
(D) No change from pre-pregnant levels
Answer: (",33,"[32, 34, 35]"
"Which of the following will be increased in vitamin K deficiency
",The plasma concentration of calcitonin,The plasma concentration of prothrombin,The time for blood to clot,Haemolysis due to oxidative damage to red cell membranes,C,nutrition,"Which of the following will be increased in vitamin K deficiency

(A) The plasma concentration of calcitonin
(B) The plasma concentration of prothrombin
(C) The time for blood to clot
(D) Haemolysis due to oxidative damage to red cell membranes
Answer: (","Which is the most possible answer?
(A) The plasma concentration of calcitonin
(B) The plasma concentration of prothrombin
(C) The time for blood to clot
(D) Haemolysis due to oxidative damage to red cell membranes
Answer: (",34,"[32, 33, 35]"
"Which of the following contributes to reduced energy expenditure in older adults?
",A reduction in lean body mass,A reduction in physical activity,A reduction in basal metabolic rate,All of the above,D,nutrition,"Which of the following contributes to reduced energy expenditure in older adults?

(A) A reduction in lean body mass
(B) A reduction in physical activity
(C) A reduction in basal metabolic rate
(D) All of the above
Answer: (","Which is the most possible answer?
(A) A reduction in lean body mass
(B) A reduction in physical activity
(C) A reduction in basal metabolic rate
(D) All of the above
Answer: (",35,"[32, 33, 34]"
"Which one of following statements about nitrogen balance is correct?
",In nitrogen equilibrium the excretion of nitrogenous metabolites is greater than the dietary intake of nitrogenous compounds.,Positive nitrogen balance means that there is a net loss of protein from the body,In positive nitrogen balance the excretion of nitrogenous metabolites is less than the dietary intake of nitrogenous compounds.,In negative nitrogen balance the excretion of nitrogenous metabolites is less than the dietary intake of nitrogenous compounds,C,nutrition,"Which one of following statements about nitrogen balance is correct?

(A) In nitrogen equilibrium the excretion of nitrogenous metabolites is greater than the dietary intake of nitrogenous compounds.
(B) Positive nitrogen balance means that there is a net loss of protein from the body
(C) In positive nitrogen balance the excretion of nitrogenous metabolites is less than the dietary intake of nitrogenous compounds.
(D) In negative nitrogen balance the excretion of nitrogenous metabolites is less than the dietary intake of nitrogenous compounds
Answer: (","Which is the most possible answer?
(A) In nitrogen equilibrium the excretion of nitrogenous metabolites is greater than the dietary intake of nitrogenous compounds.
(B) Positive nitrogen balance means that there is a net loss of protein from the body
(C) In positive nitrogen balance the excretion of nitrogenous metabolites is less than the dietary intake of nitrogenous compounds.
(D) In negative nitrogen balance the excretion of nitrogenous metabolites is less than the dietary intake of nitrogenous compounds
Answer: (",34,"[32, 33, 35]"
"Deficiency of vitamin A in children causes:
",Goitre,Poor cognitive development,Poor bone growth,Increased risk of mortality,D,nutrition,"Deficiency of vitamin A in children causes:

(A) Goitre
(B) Poor cognitive development
(C) Poor bone growth
(D) Increased risk of mortality
Answer: (","Which is the most possible answer?
(A) Goitre
(B) Poor cognitive development
(C) Poor bone growth
(D) Increased risk of mortality
Answer: (",35,"[32, 33, 34]"
"Which of these factors increases the risk for postmenopausal breast cancer?
",Red meat,Dietary fat,Fish,Obesity,D,nutrition,"Which of these factors increases the risk for postmenopausal breast cancer?

(A) Red meat
(B) Dietary fat
(C) Fish
(D) Obesity
Answer: (","Which is the most possible answer?
(A) Red meat
(B) Dietary fat
(C) Fish
(D) Obesity
Answer: (",35,"[32, 33, 34]"
"Which of the following foods might be considered a ""goitrogen""?
",Fish,Meat,Rice,Brassicas,D,nutrition,"Which of the following foods might be considered a ""goitrogen""?

(A) Fish
(B) Meat
(C) Rice
(D) Brassicas
Answer: (","Which is the most possible answer?
(A) Fish
(B) Meat
(C) Rice
(D) Brassicas
Answer: (",35,"[32, 33, 34]"
"Which statement best describes the differences between the characteristics of type 1 and type 2 diabetes:
",persons with type 2 diabetes usually require lower doses of insulin than person with type 1 diabetes because they have a milder form of diabetes,persons with type 1 diabetes rapidly develop chronic complications,autoimmune factors are involved in the pathogenesis of type 1 but not type 2 diabetes,persons with type 1 diabetes can increase endogenous insulin production by taking oral hypoglycemic agents,C,nutrition,"Which statement best describes the differences between the characteristics of type 1 and type 2 diabetes:

(A) persons with type 2 diabetes usually require lower doses of insulin than person with type 1 diabetes because they have a milder form of diabetes
(B) persons with type 1 diabetes rapidly develop chronic complications
(C) autoimmune factors are involved in the pathogenesis of type 1 but not type 2 diabetes
(D) persons with type 1 diabetes can increase endogenous insulin production by taking oral hypoglycemic agents
Answer: (","Which is the most possible answer?
(A) persons with type 2 diabetes usually require lower doses of insulin than person with type 1 diabetes because they have a milder form of diabetes
(B) persons with type 1 diabetes rapidly develop chronic complications
(C) autoimmune factors are involved in the pathogenesis of type 1 but not type 2 diabetes
(D) persons with type 1 diabetes can increase endogenous insulin production by taking oral hypoglycemic agents
Answer: (",34,"[32, 33, 35]"
"Which of the following nutritional interventions has been shown to improve child development?
",Protein-energy supplementation during pregnancy,Protein-energy supplementation during the first two years,Both of the interventions,None of the interventions,C,nutrition,"Which of the following nutritional interventions has been shown to improve child development?

(A) Protein-energy supplementation during pregnancy
(B) Protein-energy supplementation during the first two years
(C) Both of the interventions
(D) None of the interventions
Answer: (","Which is the most possible answer?
(A) Protein-energy supplementation during pregnancy
(B) Protein-energy supplementation during the first two years
(C) Both of the interventions
(D) None of the interventions
Answer: (",34,"[32, 33, 35]"
"Food supplements, including trace minerals and vitamins are frequently advertised with promising health benefits. Which of the following substance could be consumed in excess, i.e. well above the recommended daily requirement?
",Vitamin C,Vitamin D,Zinc,Vitamin A,A,nutrition,"Food supplements, including trace minerals and vitamins are frequently advertised with promising health benefits. Which of the following substance could be consumed in excess, i.e. well above the recommended daily requirement?

(A) Vitamin C
(B) Vitamin D
(C) Zinc
(D) Vitamin A
Answer: (","Which is the most possible answer?
(A) Vitamin C
(B) Vitamin D
(C) Zinc
(D) Vitamin A
Answer: (",32,"[33, 34, 35]"
"The thermic effect of food
",is substantially higher for carbohydrate than for protein,is accompanied by a slight decrease in body core temperature.,is partly related to sympathetic activity stimulation in the postprandial phase,is not attenuated by food malabsorption.,C,nutrition,"The thermic effect of food

(A) is substantially higher for carbohydrate than for protein
(B) is accompanied by a slight decrease in body core temperature.
(C) is partly related to sympathetic activity stimulation in the postprandial phase
(D) is not attenuated by food malabsorption.
Answer: (","Which is the most possible answer?
(A) is substantially higher for carbohydrate than for protein
(B) is accompanied by a slight decrease in body core temperature.
(C) is partly related to sympathetic activity stimulation in the postprandial phase
(D) is not attenuated by food malabsorption.
Answer: (",34,"[32, 33, 35]"
"What is the primary method of dietary assessment used in epidemiological studies?
",Weighed diary,Unweighed diary,24-hour recall,Food frequency questionnaire,D,nutrition,"What is the primary method of dietary assessment used in epidemiological studies?

(A) Weighed diary
(B) Unweighed diary
(C) 24-hour recall
(D) Food frequency questionnaire
Answer: (","Which is the most possible answer?
(A) Weighed diary
(B) Unweighed diary
(C) 24-hour recall
(D) Food frequency questionnaire
Answer: (",35,"[32, 33, 34]"
"Calculate the body mass index (BMI) for a patient whose height is 1.75 m and whose weight is 99 kg.
",29,32,39,43,B,nutrition,"Calculate the body mass index (BMI) for a patient whose height is 1.75 m and whose weight is 99 kg.

(A) 29
(B) 32
(C) 39
(D) 43
Answer: (","Which is the most possible answer?
(A) 29
(B) 32
(C) 39
(D) 43
Answer: (",33,"[32, 34, 35]"
"Diagnosis of iron deficiency can be complicated by concurrent infection since many markers of iron status are altered by infection. Which of the following combinations of iron status markers is likely to be found in a person with both iron deficiency and a severe infection?
","Low haemoglobin, high ferritin, high serum transferrin receptors, high hepcidin","Low haemoglobin, low ferritin, high serum transferrin receptors, low hepcidin","Low haemoglobin, low ferritin, normal serum transferrin receptors, high hepcidin","Low haemoglobin, low ferritin, low serum transferrin receptors, high hepcidin",A,nutrition,"Diagnosis of iron deficiency can be complicated by concurrent infection since many markers of iron status are altered by infection. Which of the following combinations of iron status markers is likely to be found in a person with both iron deficiency and a severe infection?

(A) Low haemoglobin, high ferritin, high serum transferrin receptors, high hepcidin
(B) Low haemoglobin, low ferritin, high serum transferrin receptors, low hepcidin
(C) Low haemoglobin, low ferritin, normal serum transferrin receptors, high hepcidin
(D) Low haemoglobin, low ferritin, low serum transferrin receptors, high hepcidin
Answer: (","Which is the most possible answer?
(A) Low haemoglobin, high ferritin, high serum transferrin receptors, high hepcidin
(B) Low haemoglobin, low ferritin, high serum transferrin receptors, low hepcidin
(C) Low haemoglobin, low ferritin, normal serum transferrin receptors, high hepcidin
(D) Low haemoglobin, low ferritin, low serum transferrin receptors, high hepcidin
Answer: (",32,"[33, 34, 35]"
"How much dietary protein should athletes consume daily?
",<0.8 g protein per kg bodyweight per day,0.8-1.2 g protein per kg bodyweight per day,1.2-1.7 g protein per kg bodyweight per day,>2.0 g protein per kg bodyweight per day,C,nutrition,"How much dietary protein should athletes consume daily?

(A) <0.8 g protein per kg bodyweight per day
(B) 0.8-1.2 g protein per kg bodyweight per day
(C) 1.2-1.7 g protein per kg bodyweight per day
(D) >2.0 g protein per kg bodyweight per day
Answer: (","Which is the most possible answer?
(A) <0.8 g protein per kg bodyweight per day
(B) 0.8-1.2 g protein per kg bodyweight per day
(C) 1.2-1.7 g protein per kg bodyweight per day
(D) >2.0 g protein per kg bodyweight per day
Answer: (",34,"[32, 33, 35]"
"Which vitamins are important in lowering circulating homocysteine levels
",Vitamin D,Vitamin C,Vitamin A,"Folate, vitamins B6 and B12",D,nutrition,"Which vitamins are important in lowering circulating homocysteine levels

(A) Vitamin D
(B) Vitamin C
(C) Vitamin A
(D) Folate, vitamins B6 and B12
Answer: (","Which is the most possible answer?
(A) Vitamin D
(B) Vitamin C
(C) Vitamin A
(D) Folate, vitamins B6 and B12
Answer: (",35,"[32, 33, 34]"
"The function of the gastrointestinal tract can be classified in several ways. Which of the following functions is most important for survival immediately after a meal?
",Absorption and retention of water and electrolytes,Elimination of toxins,Maintenance of barrier function,Extraction of maximum value from nutrients,A,nutrition,"The function of the gastrointestinal tract can be classified in several ways. Which of the following functions is most important for survival immediately after a meal?

(A) Absorption and retention of water and electrolytes
(B) Elimination of toxins
(C) Maintenance of barrier function
(D) Extraction of maximum value from nutrients
Answer: (","Which is the most possible answer?
(A) Absorption and retention of water and electrolytes
(B) Elimination of toxins
(C) Maintenance of barrier function
(D) Extraction of maximum value from nutrients
Answer: (",32,"[33, 34, 35]"
"Which single statement below, about the stomach, is actually correct?
","Acid secretion occurs in response to secretion of the hormone, carbonic anhydrase",Glands called Peyer's patches are responsible for acid secretion,The vagus nerve inhibits acid secretion after a meal has been consumed,Pepsinogen and gastric lipase are two enzymes secreted into the lumen of the stomach,D,nutrition,"Which single statement below, about the stomach, is actually correct?

(A) Acid secretion occurs in response to secretion of the hormone, carbonic anhydrase
(B) Glands called Peyer's patches are responsible for acid secretion
(C) The vagus nerve inhibits acid secretion after a meal has been consumed
(D) Pepsinogen and gastric lipase are two enzymes secreted into the lumen of the stomach
Answer: (","Which is the most possible answer?
(A) Acid secretion occurs in response to secretion of the hormone, carbonic anhydrase
(B) Glands called Peyer's patches are responsible for acid secretion
(C) The vagus nerve inhibits acid secretion after a meal has been consumed
(D) Pepsinogen and gastric lipase are two enzymes secreted into the lumen of the stomach
Answer: (",35,"[32, 33, 34]"
"The best evidence exists for which nutrients in the prevention of age related cognitive decline?
",N-3 fatty acids,Phytochemical,N-6 fatty acids,Long chain saturated fats,A,nutrition,"The best evidence exists for which nutrients in the prevention of age related cognitive decline?

(A) N-3 fatty acids
(B) Phytochemical
(C) N-6 fatty acids
(D) Long chain saturated fats
Answer: (","Which is the most possible answer?
(A) N-3 fatty acids
(B) Phytochemical
(C) N-6 fatty acids
(D) Long chain saturated fats
Answer: (",32,"[33, 34, 35]"
"Which diseases are not less frequent among vegetarians?
",Respiratory diseases,Colorectal cancer,Ischaemic heart disease,Diverticular disease,A,nutrition,"Which diseases are not less frequent among vegetarians?

(A) Respiratory diseases
(B) Colorectal cancer
(C) Ischaemic heart disease
(D) Diverticular disease
Answer: (","Which is the most possible answer?
(A) Respiratory diseases
(B) Colorectal cancer
(C) Ischaemic heart disease
(D) Diverticular disease
Answer: (",32,"[33, 34, 35]"
"For Binge Eating Disorder it is incorrect that:
","Binge Eating episodes in BED are usually richer in calories than those of BN, leading patients to obesity",BED patients have higher odds of developing obesity,Bariatric surgery can be considered a treatment option for mild cases,Spontaneous remission is a possible outcome,A,nutrition,"For Binge Eating Disorder it is incorrect that:

(A) Binge Eating episodes in BED are usually richer in calories than those of BN, leading patients to obesity
(B) BED patients have higher odds of developing obesity
(C) Bariatric surgery can be considered a treatment option for mild cases
(D) Spontaneous remission is a possible outcome
Answer: (","Which is the most possible answer?
(A) Binge Eating episodes in BED are usually richer in calories than those of BN, leading patients to obesity
(B) BED patients have higher odds of developing obesity
(C) Bariatric surgery can be considered a treatment option for mild cases
(D) Spontaneous remission is a possible outcome
Answer: (",32,"[33, 34, 35]"
"Although theoretically any food protein could act as a food allergen, there are eight major food allergens in Europe and North America which account for most of the allergic triggers observed in childhood. Which of the allergens pairings contains an allergen, which is not part of the group of eight major allergens?
","Cow's milk, egg","Mustard seeds, lamb,","Soy, peanuts","Fish, shellfish",B,nutrition,"Although theoretically any food protein could act as a food allergen, there are eight major food allergens in Europe and North America which account for most of the allergic triggers observed in childhood. Which of the allergens pairings contains an allergen, which is not part of the group of eight major allergens?

(A) Cow's milk, egg
(B) Mustard seeds, lamb,
(C) Soy, peanuts
(D) Fish, shellfish
Answer: (","Which is the most possible answer?
(A) Cow's milk, egg
(B) Mustard seeds, lamb,
(C) Soy, peanuts
(D) Fish, shellfish
Answer: (",33,"[32, 34, 35]"
"Prenatal programming:
",Explains the rise in obesity in the pre-school years,May be effected through the epigenetic effects of intrauterine nutritional inadequacy,Causes high blood pressure in young children,Only affects low birth weight children,B,nutrition,"Prenatal programming:

(A) Explains the rise in obesity in the pre-school years
(B) May be effected through the epigenetic effects of intrauterine nutritional inadequacy
(C) Causes high blood pressure in young children
(D) Only affects low birth weight children
Answer: (","Which is the most possible answer?
(A) Explains the rise in obesity in the pre-school years
(B) May be effected through the epigenetic effects of intrauterine nutritional inadequacy
(C) Causes high blood pressure in young children
(D) Only affects low birth weight children
Answer: (",33,"[32, 34, 35]"
"The best available evidence for an association between amount of sugars and risk of dental caries comes from which type of study design?
",Randomised controlled,Non-randomised controlled,Cross sectional observational,Cohort,D,nutrition,"The best available evidence for an association between amount of sugars and risk of dental caries comes from which type of study design?

(A) Randomised controlled
(B) Non-randomised controlled
(C) Cross sectional observational
(D) Cohort
Answer: (","Which is the most possible answer?
(A) Randomised controlled
(B) Non-randomised controlled
(C) Cross sectional observational
(D) Cohort
Answer: (",35,"[32, 33, 34]"
"Which of the following statements about nutritional status and health outcomes is correct?
",Hypertension in older people is unlikely to be associated with high salt intake.,There is strong evidence that supplements of vitamin B12 will improve cognitive function in older people.,Older people are no more likely to have low haemoglobin concentration than younger people.,Folate deficiency in older people is less prevalent in countries with mandatory fortification of flour with folic acid.,D,nutrition,"Which of the following statements about nutritional status and health outcomes is correct?

(A) Hypertension in older people is unlikely to be associated with high salt intake.
(B) There is strong evidence that supplements of vitamin B12 will improve cognitive function in older people.
(C) Older people are no more likely to have low haemoglobin concentration than younger people.
(D) Folate deficiency in older people is less prevalent in countries with mandatory fortification of flour with folic acid.
Answer: (","Which is the most possible answer?
(A) Hypertension in older people is unlikely to be associated with high salt intake.
(B) There is strong evidence that supplements of vitamin B12 will improve cognitive function in older people.
(C) Older people are no more likely to have low haemoglobin concentration than younger people.
(D) Folate deficiency in older people is less prevalent in countries with mandatory fortification of flour with folic acid.
Answer: (",35,"[32, 33, 34]"
