,clean,corrupted,corrupted_hard,correct_idx,incorrect_idx
672,"Then, Michelle and Ashley went to the hospital. Ashley gave a computer to","Then, Michelle and Ashley went to the hospital. Mark gave a computer to","Then, Michelle and Ashley went to the hospital. Michelle gave a computer to",16738,20899
846,"Then, Dustin and Scott had a lot of fun at the station. Dustin gave a basketball to","Then, Dustin and Scott had a lot of fun at the station. Brian gave a basketball to","Then, Dustin and Scott had a lot of fun at the station. Scott gave a basketball to",4746,37616
337,"After Nathan and Jessica went to the house, Jessica gave a necklace to","After Nathan and Jessica went to the house, Erin gave a necklace to","After Nathan and Jessica went to the house, Nathan gave a necklace to",18106,17352
319,"Then, Vanessa and Daniel were thinking about going to the office. Daniel wanted to give a snack to","Then, Vanessa and Daniel were thinking about going to the office. Samuel wanted to give a snack to","Then, Vanessa and Daniel were thinking about going to the office. Vanessa wanted to give a snack to",42100,7806
76,"Then, Katherine and Tyler had a long argument, and afterwards Katherine said to","Then, Katherine and Tyler had a long argument, and afterwards John said to","Then, Katherine and Tyler had a long argument, and afterwards Tyler said to",14886,32719
965,"Then, Alexander and Erica went to the restaurant. Erica gave a ring to","Then, Alexander and Erica went to the restaurant. Kevin gave a ring to","Then, Alexander and Erica went to the restaurant. Alexander gave a ring to",10009,45187
856,"Then, Samuel and Christopher were thinking about going to the restaurant. Christopher wanted to give a ring to","Then, Samuel and Christopher were thinking about going to the restaurant. Brittany wanted to give a ring to","Then, Samuel and Christopher were thinking about going to the restaurant. Samuel wanted to give a ring to",17100,12803
122,"Then, Kristen and Scott went to the office. Scott gave a kiss to","Then, Kristen and Scott went to the office. Paul gave a kiss to","Then, Kristen and Scott went to the office. Kristen gave a kiss to",44467,4746
467,"Then, Cody and Matthew were working at the school. Cody decided to give a necklace to","Then, Cody and Matthew were working at the school. Anthony decided to give a necklace to","Then, Cody and Matthew were working at the school. Matthew decided to give a necklace to",9308,27035
591,"When Michelle and Lauren got a ring at the garden, Lauren decided to give it to","When Michelle and Lauren got a ring at the garden, Stephanie decided to give it to","When Michelle and Lauren got a ring at the garden, Michelle decided to give it to",16738,25672
564,"Then, Angela and Rebecca were working at the restaurant. Rebecca decided to give a drink to","Then, Angela and Rebecca were working at the restaurant. Kelly decided to give a drink to","Then, Angela and Rebecca were working at the restaurant. Angela decided to give a drink to",17799,23489
478,"Then, Amber and Shannon had a lot of fun at the store. Shannon gave a computer to","Then, Amber and Shannon had a lot of fun at the store. Samuel gave a computer to","Then, Amber and Shannon had a lot of fun at the store. Amber gave a computer to",21896,28108
689,"Then, Aaron and Christopher had a lot of fun at the school. Christopher gave a necklace to","Then, Aaron and Christopher had a lot of fun at the school. Anthony gave a necklace to","Then, Aaron and Christopher had a lot of fun at the school. Aaron gave a necklace to",12139,12803
871,"After Allison and Christine went to the garden, Christine gave a drink to","After Allison and Christine went to the garden, Nicole gave a drink to","After Allison and Christine went to the garden, Allison gave a drink to",33461,26088
389,"When John and Laura got a ring at the office, Laura decided to give it to","When John and Laura got a ring at the office, Rachel decided to give it to","When John and Laura got a ring at the office, John decided to give it to",1757,16753
277,"After Mark and Brittany went to the garden, Mark gave a snack to","After Mark and Brittany went to the garden, Nicholas gave a snack to","After Mark and Brittany went to the garden, Brittany gave a snack to",48773,2940
775,"Then, Adam and Michelle had a long argument, and afterwards Michelle said to","Then, Adam and Michelle had a long argument, and afterwards William said to","Then, Adam and Michelle had a long argument, and afterwards Adam said to",7244,16738
259,"Then, Katherine and Sarah had a long argument, and afterwards Katherine said to","Then, Katherine and Sarah had a long argument, and afterwards Amanda said to","Then, Katherine and Sarah had a long argument, and afterwards Sarah said to",10490,32719
80,"Then, Lauren and Richard were working at the school. Lauren decided to give a snack to","Then, Lauren and Richard were working at the school. Jamie decided to give a snack to","Then, Lauren and Richard were working at the school. Richard decided to give a snack to",6219,25672
166,"Then, Kevin and Cody went to the store. Kevin gave a computer to","Then, Kevin and Cody went to the store. Amanda gave a computer to","Then, Kevin and Cody went to the store. Cody gave a computer to",27035,7939
596,"Then, Cody and Timothy went to the office. Cody gave a bone to","Then, Cody and Timothy went to the office. Kelly gave a bone to","Then, Cody and Timothy went to the office. Timothy gave a bone to",22283,27035
912,"Then, Emily and Heather went to the restaurant. Heather gave a computer to","Then, Emily and Heather went to the restaurant. Lindsey gave a computer to","Then, Emily and Heather went to the restaurant. Emily gave a computer to",17608,24253
559,"Then, Angela and Kelly had a lot of fun at the restaurant. Kelly gave a bone to","Then, Angela and Kelly had a lot of fun at the restaurant. Travis gave a bone to","Then, Angela and Kelly had a lot of fun at the restaurant. Angela gave a bone to",17799,9077
287,"After Melissa and Daniel went to the garden, Daniel gave a kiss to","After Melissa and Daniel went to the garden, Eric gave a kiss to","After Melissa and Daniel went to the garden, Melissa gave a kiss to",24164,7806
466,"When Angela and Aaron got a computer at the house, Angela decided to give it to","When Angela and Aaron got a computer at the house, Lindsay decided to give it to","When Angela and Aaron got a computer at the house, Aaron decided to give it to",12139,17799
37,"Then, Christine and Heather had a lot of fun at the school. Christine gave a bone to","Then, Christine and Heather had a lot of fun at the school. Lindsay gave a bone to","Then, Christine and Heather had a lot of fun at the school. Heather gave a bone to",24253,26088
622,"Then, Melissa and Vanessa had a long argument, and afterwards Melissa said to","Then, Melissa and Vanessa had a long argument, and afterwards Jacob said to","Then, Melissa and Vanessa had a long argument, and afterwards Vanessa said to",42100,24164
691,"Then, Nathan and Mary were thinking about going to the hospital. Mary wanted to give a computer to","Then, Nathan and Mary were thinking about going to the hospital. Bryan wanted to give a computer to","Then, Nathan and Mary were thinking about going to the hospital. Nathan wanted to give a computer to",18106,5335
376,"Then, Crystal and Michael were thinking about going to the station. Michael wanted to give a drink to","Then, Crystal and Michael were thinking about going to the station. Rebecca wanted to give a drink to","Then, Crystal and Michael were thinking about going to the station. Crystal wanted to give a drink to",12969,3899
220,"Then, Courtney and Sara were working at the store. Courtney decided to give a kiss to","Then, Courtney and Sara were working at the store. Jacob decided to give a kiss to","Then, Courtney and Sara were working at the store. Sara decided to give a kiss to",24799,36677
234,"Then, Michael and Michelle had a lot of fun at the store. Michael gave a drink to","Then, Michael and Michelle had a lot of fun at the store. Mark gave a drink to","Then, Michael and Michelle had a lot of fun at the store. Michelle gave a drink to",16738,3899
221,"Then, Brittany and William had a long argument, and afterwards Brittany said to","Then, Brittany and William had a long argument, and afterwards Angela said to","Then, Brittany and William had a long argument, and afterwards William said to",3977,48773
462,"Then, Erica and Emily were working at the station. Emily decided to give a bone to","Then, Erica and Emily were working at the station. Dustin decided to give a bone to","Then, Erica and Emily were working at the station. Erica decided to give a bone to",45187,17608
271,"Then, Michelle and Travis were working at the station. Michelle decided to give a basketball to","Then, Michelle and Travis were working at the station. Timothy decided to give a basketball to","Then, Michelle and Travis were working at the station. Travis decided to give a basketball to",19804,16738
852,"Then, Katie and Kimberly had a lot of fun at the hospital. Katie gave a snack to","Then, Katie and Kimberly had a lot of fun at the hospital. Ryan gave a snack to","Then, Katie and Kimberly had a lot of fun at the hospital. Kimberly gave a snack to",48685,24721
551,"Then, Andrew and Rachel had a long argument, and afterwards Andrew said to","Then, Andrew and Rachel had a long argument, and afterwards Lauren said to","Then, Andrew and Rachel had a long argument, and afterwards Rachel said to",15984,6858
154,"After Vanessa and Kimberly went to the school, Kimberly gave a bone to","After Vanessa and Kimberly went to the school, Erica gave a bone to","After Vanessa and Kimberly went to the school, Vanessa gave a bone to",42100,48685
834,"When Steven and Matthew got a basketball at the office, Steven decided to give it to","When Steven and Matthew got a basketball at the office, Katie decided to give it to","When Steven and Matthew got a basketball at the office, Matthew decided to give it to",9308,8239
713,"Then, Patrick and Sarah were working at the house. Patrick decided to give a drink to","Then, Patrick and Sarah were working at the house. Paul decided to give a drink to","Then, Patrick and Sarah were working at the house. Sarah decided to give a drink to",10490,9925
114,"Then, Kristen and Courtney had a long argument, and afterwards Courtney said to","Then, Kristen and Courtney had a long argument, and afterwards Kevin said to","Then, Kristen and Courtney had a long argument, and afterwards Kristen said to",44467,36677
403,"Then, Benjamin and Rebecca were thinking about going to the restaurant. Rebecca wanted to give a bone to","Then, Benjamin and Rebecca were thinking about going to the restaurant. Melissa wanted to give a bone to","Then, Benjamin and Rebecca were thinking about going to the restaurant. Benjamin wanted to give a bone to",14533,23489
143,"After Katherine and Angela went to the restaurant, Katherine gave a bone to","After Katherine and Angela went to the restaurant, Alexander gave a bone to","After Katherine and Angela went to the restaurant, Angela gave a bone to",17799,32719
668,"When Alexander and Andrew got a ring at the store, Alexander decided to give it to","When Alexander and Andrew got a ring at the store, Paul decided to give it to","When Alexander and Andrew got a ring at the store, Andrew decided to give it to",6858,10009
742,"After Lisa and Jesse went to the garden, Jesse gave a basketball to","After Lisa and Jesse went to the garden, Steven gave a basketball to","After Lisa and Jesse went to the garden, Lisa gave a basketball to",15378,18033
524,"After Andrew and Erin went to the store, Andrew gave a snack to","After Andrew and Erin went to the store, Michelle gave a snack to","After Andrew and Erin went to the store, Erin gave a snack to",28894,6858
903,"Then, David and Lisa were working at the garden. David decided to give a computer to","Then, David and Lisa were working at the garden. Angela decided to give a computer to","Then, David and Lisa were working at the garden. Lisa decided to give a computer to",15378,3271
168,"Then, Jeffrey and Steven were working at the house. Steven decided to give a ring to","Then, Jeffrey and Steven were working at the house. Samantha decided to give a ring to","Then, Jeffrey and Steven were working at the house. Jeffrey decided to give a ring to",19627,8239
544,"After Michelle and Lauren went to the restaurant, Lauren gave a snack to","After Michelle and Lauren went to the restaurant, Andrea gave a snack to","After Michelle and Lauren went to the restaurant, Michelle gave a snack to",16738,25672
291,"When Steven and Rebecca got a computer at the office, Rebecca decided to give it to","When Steven and Rebecca got a computer at the office, Stephanie decided to give it to","When Steven and Rebecca got a computer at the office, Steven decided to give it to",8239,23489
820,"After Kevin and Alexander went to the restaurant, Alexander gave a basketball to","After Kevin and Alexander went to the restaurant, Michelle gave a basketball to","After Kevin and Alexander went to the restaurant, Kevin gave a basketball to",7939,10009
112,"After Christopher and Charles went to the house, Christopher gave a bone to","After Christopher and Charles went to the house, Bradley gave a bone to","After Christopher and Charles went to the house, Charles gave a bone to",7516,12803
783,"Then, Aaron and Vanessa had a lot of fun at the store. Aaron gave a drink to","Then, Aaron and Vanessa had a lot of fun at the store. Cody gave a drink to","Then, Aaron and Vanessa had a lot of fun at the store. Vanessa gave a drink to",42100,12139
451,"Then, Nicole and Jesse were thinking about going to the restaurant. Jesse wanted to give a ring to","Then, Nicole and Jesse were thinking about going to the restaurant. Crystal wanted to give a ring to","Then, Nicole and Jesse were thinking about going to the restaurant. Nicole wanted to give a ring to",25176,18033
41,"When Justin and Tiffany got a snack at the school, Justin decided to give it to","When Justin and Tiffany got a snack at the school, Charles decided to give it to","When Justin and Tiffany got a snack at the school, Tiffany decided to give it to",40928,10799
645,"When Kevin and David got a drink at the garden, Kevin decided to give it to","When Kevin and David got a drink at the garden, Richard decided to give it to","When Kevin and David got a drink at the garden, David decided to give it to",3271,7939
897,"When Robert and Elizabeth got a snack at the office, Robert decided to give it to","When Robert and Elizabeth got a snack at the office, Richard decided to give it to","When Robert and Elizabeth got a snack at the office, Elizabeth decided to give it to",10674,5199
254,"Then, Sara and Bryan went to the office. Bryan gave a kiss to","Then, Sara and Bryan went to the office. Brian gave a kiss to","Then, Sara and Bryan went to the office. Sara gave a kiss to",24799,17857
855,"Then, Kimberly and Justin were thinking about going to the office. Justin wanted to give a basketball to","Then, Kimberly and Justin were thinking about going to the office. Katie wanted to give a basketball to","Then, Kimberly and Justin were thinking about going to the office. Kimberly wanted to give a basketball to",48685,10799
565,"When Scott and Sean got a bone at the garden, Scott decided to give it to","When Scott and Sean got a bone at the garden, William decided to give it to","When Scott and Sean got a bone at the garden, Sean decided to give it to",11465,4746
515,"Then, Alicia and Justin were working at the restaurant. Alicia decided to give a ring to","Then, Alicia and Justin were working at the restaurant. Christopher decided to give a ring to","Then, Alicia and Justin were working at the restaurant. Justin decided to give a ring to",10799,39607
759,"When John and Dustin got a bone at the hospital, John decided to give it to","When John and Dustin got a bone at the hospital, Erin decided to give it to","When John and Dustin got a bone at the hospital, Dustin decided to give it to",37616,1757
950,"When Alexander and Katherine got a computer at the restaurant, Katherine decided to give it to","When Alexander and Katherine got a computer at the restaurant, Lisa decided to give it to","When Alexander and Katherine got a computer at the restaurant, Alexander decided to give it to",10009,32719
579,"Then, Alexander and Michael went to the restaurant. Alexander gave a basketball to","Then, Alexander and Michael went to the restaurant. Stephanie gave a basketball to","Then, Alexander and Michael went to the restaurant. Michael gave a basketball to",3899,10009
562,"After Allison and Bradley went to the hospital, Bradley gave a kiss to","After Allison and Bradley went to the hospital, Samantha gave a kiss to","After Allison and Bradley went to the hospital, Allison gave a kiss to",33461,16182
603,"Then, Tiffany and Danielle had a long argument, and afterwards Tiffany said to","Then, Tiffany and Danielle had a long argument, and afterwards Adam said to","Then, Tiffany and Danielle had a long argument, and afterwards Danielle said to",39808,40928
902,"Then, Anthony and Jennifer were thinking about going to the school. Jennifer wanted to give a drink to","Then, Anthony and Jennifer were thinking about going to the school. Kristen wanted to give a drink to","Then, Anthony and Jennifer were thinking about going to the school. Anthony wanted to give a drink to",9953,16348
283,"Then, Matthew and Jonathan were thinking about going to the office. Jonathan wanted to give a basketball to","Then, Matthew and Jonathan were thinking about going to the office. Kelly wanted to give a basketball to","Then, Matthew and Jonathan were thinking about going to the office. Matthew wanted to give a basketball to",9308,11232
556,"When Sara and Tiffany got a basketball at the office, Tiffany decided to give it to","When Sara and Tiffany got a basketball at the office, Tyler decided to give it to","When Sara and Tiffany got a basketball at the office, Sara decided to give it to",24799,40928
47,"Then, Nicholas and Amber had a long argument, and afterwards Nicholas said to","Then, Nicholas and Amber had a long argument, and afterwards Elizabeth said to","Then, Nicholas and Amber had a long argument, and afterwards Amber said to",21896,20320
670,"After Angela and Nicholas went to the restaurant, Nicholas gave a basketball to","After Angela and Nicholas went to the restaurant, Kyle gave a basketball to","After Angela and Nicholas went to the restaurant, Angela gave a basketball to",17799,20320
211,"Then, Mark and Ashley had a lot of fun at the restaurant. Ashley gave a snack to","Then, Mark and Ashley had a lot of fun at the restaurant. Brandon gave a snack to","Then, Mark and Ashley had a lot of fun at the restaurant. Mark gave a snack to",2940,20899
193,"Then, Kelly and James were working at the school. Kelly decided to give a drink to","Then, Kelly and James were working at the school. Courtney decided to give a drink to","Then, Kelly and James were working at the school. James decided to give a drink to",3700,9077
91,"Then, Erin and Thomas had a long argument, and afterwards Erin said to","Then, Erin and Thomas had a long argument, and afterwards Kevin said to","Then, Erin and Thomas had a long argument, and afterwards Thomas said to",5658,28894
399,"Then, Jonathan and Vanessa were thinking about going to the office. Jonathan wanted to give a computer to","Then, Jonathan and Vanessa were thinking about going to the office. Elizabeth wanted to give a computer to","Then, Jonathan and Vanessa were thinking about going to the office. Vanessa wanted to give a computer to",42100,11232
405,"After Benjamin and Sara went to the garden, Benjamin gave a bone to","After Benjamin and Sara went to the garden, Samuel gave a bone to","After Benjamin and Sara went to the garden, Sara gave a bone to",24799,14533
206,"After Steven and Mary went to the store, Steven gave a kiss to","After Steven and Mary went to the store, Ryan gave a kiss to","After Steven and Mary went to the store, Mary gave a kiss to",5335,8239
581,"Then, Michelle and Danielle had a long argument, and afterwards Danielle said to","Then, Michelle and Danielle had a long argument, and afterwards Erin said to","Then, Michelle and Danielle had a long argument, and afterwards Michelle said to",16738,39808
157,"Then, Kelly and Aaron had a lot of fun at the house. Aaron gave a snack to","Then, Kelly and Aaron had a lot of fun at the house. Elizabeth gave a snack to","Then, Kelly and Aaron had a lot of fun at the house. Kelly gave a snack to",9077,12139
499,"Then, Alicia and Shannon were thinking about going to the garden. Shannon wanted to give a kiss to","Then, Alicia and Shannon were thinking about going to the garden. Tiffany wanted to give a kiss to","Then, Alicia and Shannon were thinking about going to the garden. Alicia wanted to give a kiss to",39607,28108
468,"After John and Ashley went to the house, John gave a basketball to","After John and Ashley went to the house, Amanda gave a basketball to","After John and Ashley went to the house, Ashley gave a basketball to",20899,1757
833,"After Danielle and Erin went to the store, Erin gave a kiss to","After Danielle and Erin went to the store, Brian gave a kiss to","After Danielle and Erin went to the store, Danielle gave a kiss to",39808,28894
420,"Then, Cody and Andrew were working at the school. Andrew decided to give a ring to","Then, Cody and Andrew were working at the school. Jose decided to give a ring to","Then, Cody and Andrew were working at the school. Cody decided to give a ring to",27035,6858
711,"Then, Michelle and Sara were working at the office. Sara decided to give a necklace to","Then, Michelle and Sara were working at the office. Nicholas decided to give a necklace to","Then, Michelle and Sara were working at the office. Michelle decided to give a necklace to",16738,24799
278,"Then, Anthony and Robert had a lot of fun at the store. Anthony gave a bone to","Then, Anthony and Robert had a lot of fun at the store. Alexander gave a bone to","Then, Anthony and Robert had a lot of fun at the store. Robert gave a bone to",5199,9953
391,"Then, Michael and Brandon had a long argument, and afterwards Brandon said to","Then, Michael and Brandon had a long argument, and afterwards Erica said to","Then, Michael and Brandon had a long argument, and afterwards Michael said to",3899,14328
378,"Then, Crystal and Kyle were working at the house. Kyle decided to give a computer to","Then, Crystal and Kyle were working at the house. Thomas decided to give a computer to","Then, Crystal and Kyle were working at the house. Crystal decided to give a computer to",12969,14316
303,"Then, Elizabeth and Emily went to the restaurant. Emily gave a basketball to","Then, Elizabeth and Emily went to the restaurant. Matthew gave a basketball to","Then, Elizabeth and Emily went to the restaurant. Elizabeth gave a basketball to",10674,17608
712,"When Kenneth and Charles got a ring at the garden, Charles decided to give it to","When Kenneth and Charles got a ring at the garden, Laura decided to give it to","When Kenneth and Charles got a ring at the garden, Kenneth decided to give it to",23632,7516
650,"When Brian and Katherine got a basketball at the restaurant, Katherine decided to give it to","When Brian and Katherine got a basketball at the restaurant, Adam decided to give it to","When Brian and Katherine got a basketball at the restaurant, Brian decided to give it to",8403,32719
294,"Then, Matthew and Amber had a long argument, and afterwards Matthew said to","Then, Matthew and Amber had a long argument, and afterwards Andrew said to","Then, Matthew and Amber had a long argument, and afterwards Amber said to",21896,9308
543,"Then, Jacob and Kelly were working at the office. Jacob decided to give a drink to","Then, Jacob and Kelly were working at the office. Bradley decided to give a drink to","Then, Jacob and Kelly were working at the office. Kelly decided to give a drink to",9077,12806
368,"After Jesse and Kyle went to the station, Jesse gave a kiss to","After Jesse and Kyle went to the station, Amy gave a kiss to","After Jesse and Kyle went to the station, Kyle gave a kiss to",14316,18033
927,"Then, Vanessa and Mary were working at the hospital. Vanessa decided to give a drink to","Then, Vanessa and Mary were working at the hospital. Erin decided to give a drink to","Then, Vanessa and Mary were working at the hospital. Mary decided to give a drink to",5335,42100
867,"When Jose and Samantha got a snack at the school, Jose decided to give it to","When Jose and Samantha got a snack at the school, Michelle decided to give it to","When Jose and Samantha got a snack at the school, Samantha decided to give it to",34778,5264
821,"Then, Jacob and Amber were working at the restaurant. Amber decided to give a bone to","Then, Jacob and Amber were working at the restaurant. Justin decided to give a bone to","Then, Jacob and Amber were working at the restaurant. Jacob decided to give a bone to",12806,21896
203,"Then, Jason and Amber were working at the garden. Jason decided to give a ring to","Then, Jason and Amber were working at the garden. Bryan decided to give a ring to","Then, Jason and Amber were working at the garden. Amber decided to give a ring to",21896,8982
678,"Then, Sean and Kevin were thinking about going to the house. Sean wanted to give a bone to","Then, Sean and Kevin were thinking about going to the house. Mary wanted to give a bone to","Then, Sean and Kevin were thinking about going to the house. Kevin wanted to give a bone to",7939,11465
868,"Then, Michael and Tyler had a lot of fun at the station. Michael gave a drink to","Then, Michael and Tyler had a lot of fun at the station. Allison gave a drink to","Then, Michael and Tyler had a lot of fun at the station. Tyler gave a drink to",14886,3899
537,"After Benjamin and Alexander went to the restaurant, Alexander gave a necklace to","After Benjamin and Alexander went to the restaurant, Crystal gave a necklace to","After Benjamin and Alexander went to the restaurant, Benjamin gave a necklace to",14533,10009
504,"Then, Joshua and Jennifer had a lot of fun at the office. Jennifer gave a basketball to","Then, Joshua and Jennifer had a lot of fun at the office. Ryan gave a basketball to","Then, Joshua and Jennifer had a lot of fun at the office. Joshua gave a basketball to",20700,16348
887,"Then, Elizabeth and Courtney went to the restaurant. Elizabeth gave a snack to","Then, Elizabeth and Courtney went to the restaurant. Rebecca gave a snack to","Then, Elizabeth and Courtney went to the restaurant. Courtney gave a snack to",36677,10674
900,"Then, Amy and Brittany went to the garden. Brittany gave a drink to","Then, Amy and Brittany went to the garden. Sean gave a drink to","Then, Amy and Brittany went to the garden. Amy gave a drink to",14235,48773
464,"Then, Erica and Anthony were working at the office. Erica decided to give a kiss to","Then, Erica and Anthony were working at the office. Bryan decided to give a kiss to","Then, Erica and Anthony were working at the office. Anthony decided to give a kiss to",9953,45187
782,"Then, Benjamin and Rachel were thinking about going to the school. Benjamin wanted to give a kiss to","Then, Benjamin and Rachel were thinking about going to the school. Lauren wanted to give a kiss to","Then, Benjamin and Rachel were thinking about going to the school. Rachel wanted to give a kiss to",15984,14533
698,"Then, Michael and Cody were thinking about going to the garden. Cody wanted to give a necklace to","Then, Michael and Cody were thinking about going to the garden. Amy wanted to give a necklace to","Then, Michael and Cody were thinking about going to the garden. Michael wanted to give a necklace to",3899,27035
386,"Then, Tyler and Sarah were thinking about going to the hospital. Sarah wanted to give a snack to","Then, Tyler and Sarah were thinking about going to the hospital. Andrea wanted to give a snack to","Then, Tyler and Sarah were thinking about going to the hospital. Tyler wanted to give a snack to",14886,10490
531,"After Kelly and Stephen went to the hospital, Kelly gave a bone to","After Kelly and Stephen went to the hospital, Jonathan gave a bone to","After Kelly and Stephen went to the hospital, Stephen gave a bone to",7970,9077
683,"Then, Amanda and Eric had a long argument, and afterwards Amanda said to","Then, Amanda and Eric had a long argument, and afterwards Kristen said to","Then, Amanda and Eric had a long argument, and afterwards Eric said to",7651,23040
258,"Then, Kevin and Lindsey went to the station. Lindsey gave a necklace to","Then, Kevin and Lindsey went to the station. William gave a necklace to","Then, Kevin and Lindsey went to the station. Kevin gave a necklace to",7939,30334
145,"Then, Jason and Katherine went to the hospital. Jason gave a bone to","Then, Jason and Katherine went to the hospital. Amber gave a bone to","Then, Jason and Katherine went to the hospital. Katherine gave a bone to",32719,8982
585,"Then, Emily and Cody had a long argument, and afterwards Cody said to","Then, Emily and Cody had a long argument, and afterwards Alicia said to","Then, Emily and Cody had a long argument, and afterwards Emily said to",17608,27035
659,"When Nathan and Jamie got a necklace at the station, Nathan decided to give it to","When Nathan and Jamie got a necklace at the station, Benjamin decided to give it to","When Nathan and Jamie got a necklace at the station, Jamie decided to give it to",17826,18106
624,"Then, Katie and Brandon were working at the station. Katie decided to give a drink to","Then, Katie and Brandon were working at the station. Nathan decided to give a drink to","Then, Katie and Brandon were working at the station. Brandon decided to give a drink to",14328,24721
730,"Then, Alexander and Matthew were thinking about going to the office. Alexander wanted to give a computer to","Then, Alexander and Matthew were thinking about going to the office. Amber wanted to give a computer to","Then, Alexander and Matthew were thinking about going to the office. Matthew wanted to give a computer to",9308,10009
236,"After Sara and Eric went to the hospital, Eric gave a drink to","After Sara and Eric went to the hospital, Tiffany gave a drink to","After Sara and Eric went to the hospital, Sara gave a drink to",24799,7651
525,"Then, Rachel and Bradley had a long argument, and afterwards Bradley said to","Then, Rachel and Bradley had a long argument, and afterwards Brittany said to","Then, Rachel and Bradley had a long argument, and afterwards Rachel said to",15984,16182
530,"After Justin and Alexander went to the restaurant, Alexander gave a drink to","After Justin and Alexander went to the restaurant, Nathan gave a drink to","After Justin and Alexander went to the restaurant, Justin gave a drink to",10799,10009
509,"When Elizabeth and Timothy got a snack at the hospital, Timothy decided to give it to","When Elizabeth and Timothy got a snack at the hospital, Adam decided to give it to","When Elizabeth and Timothy got a snack at the hospital, Elizabeth decided to give it to",10674,22283
205,"Then, Brian and Christine had a lot of fun at the restaurant. Christine gave a drink to","Then, Brian and Christine had a lot of fun at the restaurant. Danielle gave a drink to","Then, Brian and Christine had a lot of fun at the restaurant. Brian gave a drink to",8403,26088
617,"Then, Robert and Christina went to the house. Christina gave a necklace to","Then, Robert and Christina went to the house. Erica gave a necklace to","Then, Robert and Christina went to the house. Robert gave a necklace to",5199,33673
898,"When Emily and Jamie got a ring at the station, Jamie decided to give it to","When Emily and Jamie got a ring at the station, Kristen decided to give it to","When Emily and Jamie got a ring at the station, Emily decided to give it to",17608,17826
119,"Then, Daniel and Brittany were thinking about going to the school. Daniel wanted to give a basketball to","Then, Daniel and Brittany were thinking about going to the school. Erin wanted to give a basketball to","Then, Daniel and Brittany were thinking about going to the school. Brittany wanted to give a basketball to",48773,7806
899,"Then, Travis and James were working at the station. Travis decided to give a drink to","Then, Travis and James were working at the station. Jacob decided to give a drink to","Then, Travis and James were working at the station. James decided to give a drink to",3700,19804
212,"Then, Jacob and Mary went to the station. Mary gave a ring to","Then, Jacob and Mary went to the station. Nicholas gave a ring to","Then, Jacob and Mary went to the station. Jacob gave a ring to",12806,5335
998,"When Justin and Jacob got a computer at the restaurant, Jacob decided to give it to","When Justin and Jacob got a computer at the restaurant, Andrew decided to give it to","When Justin and Jacob got a computer at the restaurant, Justin decided to give it to",10799,12806
214,"Then, Erica and James had a long argument, and afterwards James said to","Then, Erica and James had a long argument, and afterwards Samuel said to","Then, Erica and James had a long argument, and afterwards Erica said to",45187,3700
703,"Then, Nathan and Megan were thinking about going to the garden. Megan wanted to give a ring to","Then, Nathan and Megan were thinking about going to the garden. Kenneth wanted to give a ring to","Then, Nathan and Megan were thinking about going to the garden. Nathan wanted to give a ring to",18106,27616
554,"When Angela and Christine got a ring at the station, Angela decided to give it to","When Angela and Christine got a ring at the station, Andrea decided to give it to","When Angela and Christine got a ring at the station, Christine decided to give it to",26088,17799
910,"Then, Justin and Jamie were thinking about going to the station. Justin wanted to give a snack to","Then, Justin and Jamie were thinking about going to the station. Adam wanted to give a snack to","Then, Justin and Jamie were thinking about going to the station. Jamie wanted to give a snack to",17826,10799
532,"After Michelle and Megan went to the house, Michelle gave a bone to","After Michelle and Megan went to the house, Charles gave a bone to","After Michelle and Megan went to the house, Megan gave a bone to",27616,16738
805,"Then, Nathan and Tiffany were thinking about going to the store. Nathan wanted to give a computer to","Then, Nathan and Tiffany were thinking about going to the store. Vanessa wanted to give a computer to","Then, Nathan and Tiffany were thinking about going to the store. Tiffany wanted to give a computer to",40928,18106
316,"Then, Courtney and Richard had a long argument, and afterwards Richard said to","Then, Courtney and Richard had a long argument, and afterwards Andrew said to","Then, Courtney and Richard had a long argument, and afterwards Courtney said to",36677,6219
323,"Then, Benjamin and Danielle had a long argument, and afterwards Benjamin said to","Then, Benjamin and Danielle had a long argument, and afterwards Tiffany said to","Then, Benjamin and Danielle had a long argument, and afterwards Danielle said to",39808,14533
289,"Then, Michael and Kimberly had a lot of fun at the station. Michael gave a kiss to","Then, Michael and Kimberly had a lot of fun at the station. Angela gave a kiss to","Then, Michael and Kimberly had a lot of fun at the station. Kimberly gave a kiss to",48685,3899
293,"After Kristen and William went to the school, William gave a computer to","After Kristen and William went to the school, John gave a computer to","After Kristen and William went to the school, Kristen gave a computer to",44467,3977
318,"After Jeremy and Anthony went to the school, Jeremy gave a snack to","After Jeremy and Anthony went to the school, Tiffany gave a snack to","After Jeremy and Anthony went to the school, Anthony gave a snack to",9953,11753
612,"Then, John and Steven went to the garden. John gave a ring to","Then, John and Steven went to the garden. Angela gave a ring to","Then, John and Steven went to the garden. Steven gave a ring to",8239,1757
409,"After Michelle and Megan went to the house, Michelle gave a basketball to","After Michelle and Megan went to the house, Lindsey gave a basketball to","After Michelle and Megan went to the house, Megan gave a basketball to",27616,16738
241,"Then, Thomas and Aaron were thinking about going to the restaurant. Aaron wanted to give a ring to","Then, Thomas and Aaron were thinking about going to the restaurant. Benjamin wanted to give a ring to","Then, Thomas and Aaron were thinking about going to the restaurant. Thomas wanted to give a ring to",5658,12139
