clean,corrupted,label,incorrect_label
"[4936, 5029, 1376, 1638, 3016, 4472, 6453, 7108, 2064, 9890, 1505, 6254, 4115, 3577, 5419, 1660, 6200, 9483, 8856, 9862, 4936, 5029, 1376, 1638, 3016, 4472, 6453, 7108, 2064, 9890, 1505, 6254, 4115, 3577, 5419, 1660, 6200, 9483, 8856]","[6453, 5419, 1660, 4472, 3577, 7108, 1638, 6254, 4936, 8856, 6200, 4115, 9483, 3016, 2064, 1376, 1505, 9890, 1505, 5029, 4936, 5029, 1376, 1638, 3016, 4472, 6453, 7108, 2064, 9890, 1505, 6254, 4115, 3577, 5419, 1660, 6200, 9483, 9862]",9862,"[9483, 2064, 4115, 8856, 9890, 5029, 5419, 6453, 6200, 7108, 4936, 3016, 1376, 1505, 1638, 6254, 4472, 3577, 1660]"
"[2481, 9204, 5575, 4388, 1305, 9384, 8454, 1605, 4740, 8926, 6579, 3608, 5740, 3477, 5244, 3740, 2225, 7799, 3916, 5605, 2481, 9204, 5575, 4388, 1305, 9384, 8454, 1605, 4740, 8926, 6579, 3608, 5740, 3477, 5244, 3740, 2225, 7799, 3916]","[3477, 3916, 5575, 6579, 6579, 9204, 2481, 9384, 1305, 1605, 4388, 7799, 8926, 5740, 3608, 2225, 3740, 8454, 5244, 4740, 2481, 9204, 5575, 4388, 1305, 9384, 8454, 1605, 4740, 8926, 6579, 3608, 5740, 3477, 5244, 3740, 2225, 7799, 5605]",5605,"[4740, 8454, 3477, 3608, 1305, 3740, 4388, 9384, 2481, 2225, 6579, 1605, 5575, 3916, 8926, 5740, 9204, 7799, 5244]"
"[3396, 2369, 7400, 7555, 1985, 3311, 8122, 6646, 8861, 6428, 4037, 5261, 3605, 5814, 8805, 5249, 6477, 6656, 7052, 1570, 3396, 2369, 7400, 7555, 1985, 3311, 8122, 6646, 8861, 6428, 4037, 5261, 3605, 5814, 8805, 5249, 6477, 6656, 7052]","[3311, 7052, 3605, 8122, 5261, 3396, 6428, 6656, 2369, 4037, 6477, 6646, 7555, 5249, 3311, 8861, 1985, 5814, 8805, 7400, 3396, 2369, 7400, 7555, 1985, 3311, 8122, 6646, 8861, 6428, 4037, 5261, 3605, 5814, 8805, 5249, 6477, 6656, 1570]",1570,"[6656, 5249, 7555, 7052, 5261, 3605, 6428, 8861, 5814, 8122, 2369, 1985, 3396, 4037, 6477, 8805, 7400, 3311, 6646]"
"[5310, 2704, 8033, 6441, 1083, 2881, 4406, 2376, 4943, 3325, 5674, 7632, 5612, 7031, 1448, 5685, 3023, 7819, 8314, 5432, 5310, 2704, 8033, 6441, 1083, 2881, 4406, 2376, 4943, 3325, 5674, 7632, 5612, 7031, 1448, 5685, 3023, 7819, 8314]","[7632, 2376, 7819, 7031, 4943, 3023, 5685, 6441, 1083, 2704, 5310, 4406, 1448, 2881, 1448, 8033, 3325, 8314, 5674, 5612, 5310, 2704, 8033, 6441, 1083, 2881, 4406, 2376, 4943, 3325, 5674, 7632, 5612, 7031, 1448, 5685, 3023, 7819, 5432]",5432,"[7819, 2704, 1448, 6441, 5674, 5685, 4406, 1083, 5310, 2881, 2376, 4943, 7632, 3023, 8033, 5612, 7031, 8314, 3325]"
"[9945, 9682, 1378, 8113, 3660, 6585, 3433, 5744, 5371, 2602, 8369, 1894, 9192, 5765, 2987, 7965, 6557, 8138, 3560, 3376, 9945, 9682, 1378, 8113, 3660, 6585, 3433, 5744, 5371, 2602, 8369, 1894, 9192, 5765, 2987, 7965, 6557, 8138, 3560]","[2602, 1378, 3560, 3433, 5744, 5371, 7965, 3660, 9192, 8369, 6585, 9945, 8138, 6557, 2987, 6585, 1894, 9682, 8113, 5765, 9945, 9682, 1378, 8113, 3660, 6585, 3433, 5744, 5371, 2602, 8369, 1894, 9192, 5765, 2987, 7965, 6557, 8138, 3376]",3376,"[5765, 7965, 6557, 2602, 2987, 8113, 8369, 6585, 8138, 3660, 9682, 9945, 1378, 1894, 9192, 3433, 3560, 5744, 5371]"
"[2808, 8813, 5583, 4830, 2228, 5100, 1168, 6300, 6093, 8549, 9030, 9032, 9255, 7831, 9573, 5834, 7083, 6744, 2315, 7787, 2808, 8813, 5583, 4830, 2228, 5100, 1168, 6300, 6093, 8549, 9030, 9032, 9255, 7831, 9573, 5834, 7083, 6744, 2315]","[6300, 5834, 5100, 8549, 7831, 2228, 4830, 9255, 6744, 7083, 5583, 9573, 2808, 1168, 8813, 6093, 9030, 9032, 2808, 2315, 2808, 8813, 5583, 4830, 2228, 5100, 1168, 6300, 6093, 8549, 9030, 9032, 9255, 7831, 9573, 5834, 7083, 6744, 7787]",7787,"[2315, 1168, 7831, 6300, 9255, 7083, 2228, 9030, 9032, 5834, 6093, 5583, 6744, 4830, 8549, 9573, 5100, 8813, 2808]"
"[5362, 5409, 4646, 8399, 7873, 7030, 2643, 8323, 1938, 2874, 1133, 2582, 9734, 1040, 8446, 4989, 9774, 3398, 1807, 3610, 5362, 5409, 4646, 8399, 7873, 7030, 2643, 8323, 1938, 2874, 1133, 2582, 9734, 1040, 8446, 4989, 9774, 3398, 1807]","[9774, 7030, 9734, 2874, 2643, 5409, 2582, 1040, 4989, 3398, 8446, 8399, 1807, 4646, 7873, 8323, 1938, 3398, 1133, 5362, 5362, 5409, 4646, 8399, 7873, 7030, 2643, 8323, 1938, 2874, 1133, 2582, 9734, 1040, 8446, 4989, 9774, 3398, 3610]",3610,"[8323, 9734, 1807, 1040, 1938, 2582, 5409, 4646, 9774, 2874, 7873, 3398, 8399, 2643, 1133, 5362, 7030, 4989, 8446]"
"[7174, 5183, 1517, 2272, 9022, 6237, 3461, 1225, 7480, 8173, 8348, 8105, 4424, 1845, 4719, 8012, 3572, 9230, 1024, 6113, 7174, 5183, 1517, 2272, 9022, 6237, 3461, 1225, 7480, 8173, 8348, 8105, 4424, 1845, 4719, 8012, 3572, 9230, 1024]","[1225, 2272, 5183, 7480, 3572, 7174, 1024, 8012, 3461, 8348, 1845, 8173, 9230, 1517, 4424, 8173, 4719, 6237, 8105, 9022, 7174, 5183, 1517, 2272, 9022, 6237, 3461, 1225, 7480, 8173, 8348, 8105, 4424, 1845, 4719, 8012, 3572, 9230, 6113]",6113,"[1024, 3461, 7174, 9230, 8348, 8105, 1845, 7480, 9022, 5183, 4424, 1225, 8012, 6237, 2272, 1517, 8173, 4719, 3572]"
"[6466, 1445, 8024, 5081, 4042, 9171, 8148, 8302, 4128, 6299, 7026, 9960, 4678, 5840, 9914, 1666, 7927, 8893, 6036, 2530, 6466, 1445, 8024, 5081, 4042, 9171, 8148, 8302, 4128, 6299, 7026, 9960, 4678, 5840, 9914, 1666, 7927, 8893, 6036]","[8148, 9914, 8893, 4042, 6466, 4128, 6036, 1445, 6299, 1666, 4678, 8024, 8302, 5840, 7927, 1666, 5081, 9960, 7026, 9171, 6466, 1445, 8024, 5081, 4042, 9171, 8148, 8302, 4128, 6299, 7026, 9960, 4678, 5840, 9914, 1666, 7927, 8893, 2530]",2530,"[1666, 6036, 6299, 4128, 1445, 9914, 8893, 6466, 4678, 4042, 5840, 9171, 8148, 8024, 5081, 9960, 8302, 7026, 7927]"
"[8072, 8472, 6510, 6181, 6781, 2578, 3345, 7901, 6096, 4767, 3749, 4864, 7910, 9466, 9290, 8942, 1400, 7661, 5258, 7449, 8072, 8472, 6510, 6181, 6781, 2578, 3345, 7901, 6096, 4767, 3749, 4864, 7910, 9466, 9290, 8942, 1400, 7661, 5258]","[6510, 7910, 3749, 6781, 6181, 4864, 7901, 8072, 3749, 6096, 2578, 8942, 4767, 3345, 9290, 8472, 1400, 9466, 7661, 5258, 8072, 8472, 6510, 6181, 6781, 2578, 3345, 7901, 6096, 4767, 3749, 4864, 7910, 9466, 9290, 8942, 1400, 7661, 7449]",7449,"[4864, 8072, 5258, 3345, 2578, 8472, 4767, 6181, 3749, 9290, 6096, 7901, 7910, 7661, 6510, 8942, 1400, 9466, 6781]"
"[5728, 8744, 7938, 9605, 8695, 6697, 2300, 9303, 8468, 8356, 7031, 7067, 7651, 5032, 2254, 5096, 7049, 8939, 2734, 1852, 5728, 8744, 7938, 9605, 8695, 6697, 2300, 9303, 8468, 8356, 7031, 7067, 7651, 5032, 2254, 5096, 7049, 8939, 2734]","[6697, 9605, 8744, 8939, 8468, 8695, 5096, 7651, 2254, 8356, 5728, 7067, 2300, 9303, 7049, 7031, 8468, 2734, 5032, 7938, 5728, 8744, 7938, 9605, 8695, 6697, 2300, 9303, 8468, 8356, 7031, 7067, 7651, 5032, 2254, 5096, 7049, 8939, 1852]",1852,"[7938, 9605, 7049, 8468, 7067, 8356, 8744, 6697, 5032, 2734, 2254, 9303, 5728, 7651, 8695, 5096, 8939, 7031, 2300]"
"[4361, 3807, 8757, 3990, 9260, 8993, 7509, 3661, 6617, 9934, 8595, 4725, 5359, 2653, 8138, 9463, 8856, 6596, 8629, 3725, 4361, 3807, 8757, 3990, 9260, 8993, 7509, 3661, 6617, 9934, 8595, 4725, 5359, 2653, 8138, 9463, 8856, 6596, 8629]","[7509, 5359, 3661, 8629, 6596, 6617, 8138, 3990, 4361, 4725, 8757, 9463, 8595, 2653, 9934, 3807, 8993, 9260, 6617, 8856, 4361, 3807, 8757, 3990, 9260, 8993, 7509, 3661, 6617, 9934, 8595, 4725, 5359, 2653, 8138, 9463, 8856, 6596, 3725]",3725,"[4361, 8595, 3990, 8856, 8993, 9260, 8757, 8629, 6596, 8138, 3661, 9934, 7509, 6617, 2653, 3807, 5359, 4725, 9463]"
"[3611, 1846, 4083, 6799, 3968, 1534, 5165, 6544, 2096, 5659, 7259, 9946, 9451, 2849, 6556, 7292, 2109, 6291, 4155, 7053, 3611, 1846, 4083, 6799, 3968, 1534, 5165, 6544, 2096, 5659, 7259, 9946, 9451, 2849, 6556, 7292, 2109, 6291, 4155]","[6544, 4083, 7259, 5659, 3611, 2096, 7292, 2849, 6799, 4155, 3968, 5659, 9946, 2109, 1534, 1846, 9451, 6556, 5165, 6291, 3611, 1846, 4083, 6799, 3968, 1534, 5165, 6544, 2096, 5659, 7259, 9946, 9451, 2849, 6556, 7292, 2109, 6291, 7053]",7053,"[3968, 6799, 6544, 6291, 5659, 3611, 6556, 2849, 5165, 2096, 1846, 4155, 2109, 9946, 7259, 9451, 4083, 7292, 1534]"
"[6737, 2601, 6701, 8871, 9078, 8248, 4835, 3592, 1740, 8861, 5333, 2911, 5751, 3239, 9923, 7568, 7196, 3967, 6111, 3432, 6737, 2601, 6701, 8871, 9078, 8248, 4835, 3592, 1740, 8861, 5333, 2911, 5751, 3239, 9923, 7568, 7196, 3967, 6111]","[5333, 6701, 8861, 1740, 8248, 3967, 8861, 4835, 2601, 2911, 8871, 9923, 7196, 6111, 7568, 6737, 5751, 9078, 3592, 3239, 6737, 2601, 6701, 8871, 9078, 8248, 4835, 3592, 1740, 8861, 5333, 2911, 5751, 3239, 9923, 7568, 7196, 3967, 3432]",3432,"[3592, 7568, 7196, 8861, 8871, 3239, 2601, 6701, 8248, 9923, 1740, 6737, 5333, 6111, 2911, 4835, 9078, 5751, 3967]"
"[4723, 9501, 2155, 3868, 1191, 1490, 1804, 2427, 1661, 3019, 6740, 4984, 9706, 2498, 6039, 5262, 6620, 6397, 6013, 7800, 4723, 9501, 2155, 3868, 1191, 1490, 1804, 2427, 1661, 3019, 6740, 4984, 9706, 2498, 6039, 5262, 6620, 6397, 6013]","[6039, 6620, 1191, 2427, 5262, 9706, 2155, 1490, 1804, 6397, 1661, 6740, 6013, 4984, 3019, 4723, 1490, 3868, 2498, 9501, 4723, 9501, 2155, 3868, 1191, 1490, 1804, 2427, 1661, 3019, 6740, 4984, 9706, 2498, 6039, 5262, 6620, 6397, 7800]",7800,"[1804, 5262, 6039, 3868, 9501, 1191, 6013, 6397, 2498, 3019, 1490, 6740, 6620, 9706, 2155, 4723, 4984, 2427, 1661]"
"[4593, 1946, 2311, 6222, 7207, 5809, 2060, 2512, 1534, 5785, 4847, 4887, 9816, 9059, 1323, 6759, 6039, 5434, 6614, 9352, 4593, 1946, 2311, 6222, 7207, 5809, 2060, 2512, 1534, 5785, 4847, 4887, 9816, 9059, 1323, 6759, 6039, 5434, 6614]","[2060, 5434, 1534, 7207, 6759, 6039, 1323, 4593, 4887, 1946, 2512, 5809, 4847, 9059, 2311, 5785, 9816, 6222, 4847, 6614, 4593, 1946, 2311, 6222, 7207, 5809, 2060, 2512, 1534, 5785, 4847, 4887, 9816, 9059, 1323, 6759, 6039, 5434, 9352]",9352,"[2311, 2060, 6039, 4887, 5785, 1946, 7207, 1323, 5809, 5434, 6222, 2512, 6614, 9816, 9059, 6759, 4847, 4593, 1534]"
"[4022, 1295, 8961, 6687, 1990, 7346, 8341, 1577, 5057, 6602, 3557, 7687, 2090, 7911, 5985, 7171, 7565, 4942, 1862, 1420, 4022, 1295, 8961, 6687, 1990, 7346, 8341, 1577, 5057, 6602, 3557, 7687, 2090, 7911, 5985, 7171, 7565, 4942, 1862]","[7687, 5057, 5985, 7911, 1862, 6602, 7346, 7171, 3557, 8341, 6687, 4942, 7565, 4022, 2090, 8961, 1577, 1990, 1295, 7346, 4022, 1295, 8961, 6687, 1990, 7346, 8341, 1577, 5057, 6602, 3557, 7687, 2090, 7911, 5985, 7171, 7565, 4942, 1420]",1420,"[8961, 7171, 7687, 7565, 1295, 8341, 6687, 1577, 2090, 7346, 4022, 5057, 1990, 1862, 6602, 4942, 5985, 3557, 7911]"
"[4933, 5270, 2832, 8435, 6759, 8848, 1908, 6845, 1569, 6685, 4625, 8746, 7789, 6760, 7322, 4865, 3647, 5551, 7999, 7416, 4933, 5270, 2832, 8435, 6759, 8848, 1908, 6845, 1569, 6685, 4625, 8746, 7789, 6760, 7322, 4865, 3647, 5551, 7999]","[4865, 4933, 5270, 1569, 6685, 5551, 8435, 3647, 1569, 2832, 1908, 7999, 6760, 4625, 6759, 8746, 8848, 7322, 7789, 6845, 4933, 5270, 2832, 8435, 6759, 8848, 1908, 6845, 1569, 6685, 4625, 8746, 7789, 6760, 7322, 4865, 3647, 5551, 7416]",7416,"[4865, 2832, 8848, 4625, 5270, 7322, 6685, 1569, 8746, 5551, 6845, 7999, 3647, 4933, 6759, 6760, 7789, 8435, 1908]"
"[4384, 5654, 1124, 7693, 9755, 9033, 7763, 4558, 2927, 9708, 6836, 3449, 1274, 2067, 2595, 1702, 8935, 1204, 9883, 4235, 4384, 5654, 1124, 7693, 9755, 9033, 7763, 4558, 2927, 9708, 6836, 3449, 1274, 2067, 2595, 1702, 8935, 1204, 9883]","[4384, 4558, 1124, 7693, 2067, 9708, 1204, 1274, 1204, 6836, 9033, 2927, 5654, 9755, 3449, 8935, 7763, 9883, 1702, 2595, 4384, 5654, 1124, 7693, 9755, 9033, 7763, 4558, 2927, 9708, 6836, 3449, 1274, 2067, 2595, 1702, 8935, 1204, 4235]",4235,"[7693, 2067, 5654, 9755, 9883, 4384, 2595, 1702, 6836, 1204, 9033, 4558, 7763, 1124, 8935, 9708, 2927, 3449, 1274]"
"[7468, 6221, 4033, 8768, 7410, 1793, 2349, 1488, 6118, 3737, 6109, 7434, 1913, 2219, 9226, 1714, 6131, 5256, 9026, 1719, 7468, 6221, 4033, 8768, 7410, 1793, 2349, 1488, 6118, 3737, 6109, 7434, 1913, 2219, 9226, 1714, 6131, 5256, 9026]","[6131, 7468, 1714, 9026, 7410, 1913, 6109, 7434, 9226, 3737, 6221, 2219, 8768, 1488, 6118, 5256, 1793, 7410, 2349, 4033, 7468, 6221, 4033, 8768, 7410, 1793, 2349, 1488, 6118, 3737, 6109, 7434, 1913, 2219, 9226, 1714, 6131, 5256, 1719]",1719,"[1793, 5256, 7434, 9226, 3737, 2219, 7468, 2349, 1714, 8768, 4033, 9026, 6221, 1488, 6109, 6118, 7410, 6131, 1913]"
"[8465, 5562, 7652, 6370, 4729, 3764, 7214, 7228, 3342, 1660, 1883, 8385, 4048, 5369, 5041, 5184, 8465, 7476, 7034, 9716, 8465, 5562, 7652, 6370, 4729, 3764, 7214, 7228, 3342, 1660, 1883, 8385, 4048, 5369, 5041, 5184, 8465, 7476, 7034]","[8385, 8465, 5041, 1660, 7214, 7228, 6370, 7476, 1883, 4729, 5184, 8465, 4048, 5369, 3342, 5562, 7476, 7652, 3764, 7034, 8465, 5562, 7652, 6370, 4729, 3764, 7214, 7228, 3342, 1660, 1883, 8385, 4048, 5369, 5041, 5184, 8465, 7476, 9716]",9716,"[1660, 8385, 6370, 5184, 7652, 5369, 7214, 3342, 4048, 8465, 5041, 3764, 7476, 4729, 5562, 1883, 7228, 7034]"
"[3610, 9439, 5168, 8381, 2091, 8950, 1884, 9378, 8685, 6542, 2041, 3959, 6042, 5668, 1872, 4013, 5363, 5064, 8191, 7189, 3610, 9439, 5168, 8381, 2091, 8950, 1884, 9378, 8685, 6542, 2041, 3959, 6042, 5668, 1872, 4013, 5363, 5064, 8191]","[1884, 2041, 8381, 8950, 5668, 5064, 9378, 3959, 8685, 3959, 1872, 2091, 5168, 5363, 6542, 4013, 8191, 3610, 6042, 9439, 3610, 9439, 5168, 8381, 2091, 8950, 1884, 9378, 8685, 6542, 2041, 3959, 6042, 5668, 1872, 4013, 5363, 5064, 7189]",7189,"[6542, 6042, 3610, 9378, 5668, 2091, 4013, 5168, 8381, 5064, 1872, 1884, 9439, 8685, 5363, 8950, 3959, 2041, 8191]"
"[8562, 7294, 2053, 9872, 9264, 3840, 9419, 9705, 2690, 4356, 7377, 8193, 4976, 7432, 7897, 3387, 6510, 7657, 8678, 9604, 8562, 7294, 2053, 9872, 9264, 3840, 9419, 9705, 2690, 4356, 7377, 8193, 4976, 7432, 7897, 3387, 6510, 7657, 8678]","[9419, 9705, 8562, 6510, 2053, 9872, 8193, 3387, 7377, 7657, 2690, 8678, 7897, 4356, 7432, 9419, 9264, 3840, 7294, 4976, 8562, 7294, 2053, 9872, 9264, 3840, 9419, 9705, 2690, 4356, 7377, 8193, 4976, 7432, 7897, 3387, 6510, 7657, 9604]",9604,"[3840, 8193, 2690, 4356, 2053, 7432, 9872, 9264, 3387, 9419, 7377, 7897, 8678, 9705, 7657, 6510, 4976, 8562, 7294]"
"[6031, 7733, 3087, 7221, 5021, 9805, 4851, 7599, 9247, 3105, 4183, 4178, 3411, 2393, 2035, 5868, 3997, 7182, 1638, 2128, 6031, 7733, 3087, 7221, 5021, 9805, 4851, 7599, 9247, 3105, 4183, 4178, 3411, 2393, 2035, 5868, 3997, 7182, 1638]","[3105, 3105, 5868, 4851, 3411, 6031, 1638, 4183, 2393, 7599, 3087, 3997, 2035, 5021, 9805, 7733, 9247, 7221, 4178, 7182, 6031, 7733, 3087, 7221, 5021, 9805, 4851, 7599, 9247, 3105, 4183, 4178, 3411, 2393, 2035, 5868, 3997, 7182, 2128]",2128,"[7182, 3087, 6031, 3997, 5021, 9247, 3105, 7599, 7221, 7733, 9805, 4178, 3411, 4183, 2393, 1638, 5868, 4851, 2035]"
"[8029, 6842, 6622, 7602, 8549, 3982, 5572, 4634, 2872, 2436, 9581, 5457, 6574, 9102, 4810, 6089, 5749, 9254, 7923, 4687, 8029, 6842, 6622, 7602, 8549, 3982, 5572, 4634, 2872, 2436, 9581, 5457, 6574, 9102, 4810, 6089, 5749, 9254, 7923]","[5572, 9581, 5749, 2436, 8549, 5457, 6574, 6089, 3982, 9102, 2872, 6842, 8029, 6622, 4634, 7602, 7923, 3982, 4810, 9254, 8029, 6842, 6622, 7602, 8549, 3982, 5572, 4634, 2872, 2436, 9581, 5457, 6574, 9102, 4810, 6089, 5749, 9254, 4687]",4687,"[2436, 3982, 9102, 4634, 9254, 6574, 7602, 2872, 6842, 5572, 6089, 4810, 5457, 8029, 6622, 8549, 9581, 7923, 5749]"
"[8888, 9448, 2303, 6313, 4999, 8395, 2065, 6666, 8545, 5563, 7741, 4720, 7944, 7258, 5285, 6282, 4017, 3623, 5888, 3067, 8888, 9448, 2303, 6313, 4999, 8395, 2065, 6666, 8545, 5563, 7741, 4720, 7944, 7258, 5285, 6282, 4017, 3623, 5888]","[6282, 2303, 7258, 6313, 4017, 8888, 7741, 4720, 7944, 5285, 8395, 7741, 5888, 8545, 9448, 2065, 6666, 4999, 5563, 3623, 8888, 9448, 2303, 6313, 4999, 8395, 2065, 6666, 8545, 5563, 7741, 4720, 7944, 7258, 5285, 6282, 4017, 3623, 3067]",3067,"[5888, 4999, 7944, 6666, 6282, 2065, 5285, 3623, 6313, 4017, 8888, 5563, 7741, 8395, 7258, 8545, 9448, 4720, 2303]"
"[5458, 9018, 8081, 6936, 6313, 2770, 1809, 6233, 4330, 3393, 6456, 9450, 9279, 6419, 8940, 5983, 1257, 7710, 3311, 4660, 5458, 9018, 8081, 6936, 6313, 2770, 1809, 6233, 4330, 3393, 6456, 9450, 9279, 6419, 8940, 5983, 1257, 7710, 3311]","[6419, 3311, 8940, 2770, 8081, 6936, 6456, 1809, 4330, 6233, 9279, 3393, 5458, 9450, 1257, 8940, 7710, 9018, 5983, 6313, 5458, 9018, 8081, 6936, 6313, 2770, 1809, 6233, 4330, 3393, 6456, 9450, 9279, 6419, 8940, 5983, 1257, 7710, 4660]",4660,"[8081, 1809, 6419, 6936, 7710, 6313, 6456, 9018, 9279, 3393, 5458, 2770, 6233, 5983, 1257, 4330, 9450, 8940, 3311]"
"[6279, 6891, 8909, 3951, 1802, 2354, 8621, 1088, 8206, 5490, 9255, 8004, 6576, 7824, 2261, 7025, 5867, 1459, 6374, 9082, 6279, 6891, 8909, 3951, 1802, 2354, 8621, 1088, 8206, 5490, 9255, 8004, 6576, 7824, 2261, 7025, 5867, 1459, 6374]","[6576, 5490, 3951, 5867, 7025, 7824, 8621, 9255, 1459, 1088, 6891, 8206, 8206, 2261, 1802, 8004, 8909, 2354, 6279, 6374, 6279, 6891, 8909, 3951, 1802, 2354, 8621, 1088, 8206, 5490, 9255, 8004, 6576, 7824, 2261, 7025, 5867, 1459, 9082]",9082,"[6279, 1802, 8206, 7824, 9255, 8621, 6576, 2354, 1459, 1088, 8004, 8909, 2261, 6374, 6891, 5867, 3951, 7025, 5490]"
"[2863, 8809, 5861, 2860, 4135, 5841, 9374, 5803, 7271, 5930, 8011, 5187, 8306, 5974, 9426, 5341, 8525, 6182, 5962, 1737, 2863, 8809, 5861, 2860, 4135, 5841, 9374, 5803, 7271, 5930, 8011, 5187, 8306, 5974, 9426, 5341, 8525, 6182, 5962]","[7271, 8306, 5974, 5930, 2860, 4135, 5187, 6182, 8809, 9374, 8011, 5341, 2863, 5841, 9426, 5803, 5861, 9426, 8525, 5962, 2863, 8809, 5861, 2860, 4135, 5841, 9374, 5803, 7271, 5930, 8011, 5187, 8306, 5974, 9426, 5341, 8525, 6182, 1737]",1737,"[9374, 6182, 4135, 5930, 5803, 2860, 2863, 5187, 5962, 8011, 8525, 5841, 9426, 5974, 5341, 5861, 7271, 8809, 8306]"
"[9553, 7103, 2567, 1650, 9531, 5904, 5745, 5127, 5154, 4333, 4608, 9221, 1006, 8371, 9605, 7037, 8122, 5117, 9134, 9461, 9553, 7103, 2567, 1650, 9531, 5904, 5745, 5127, 5154, 4333, 4608, 9221, 1006, 8371, 9605, 7037, 8122, 5117, 9134]","[2567, 5117, 4333, 5904, 9531, 7037, 9605, 8122, 9134, 1006, 7103, 1650, 9221, 4608, 5745, 9553, 4333, 5154, 8371, 5127, 9553, 7103, 2567, 1650, 9531, 5904, 5745, 5127, 5154, 4333, 4608, 9221, 1006, 8371, 9605, 7037, 8122, 5117, 9461]",9461,"[4608, 9221, 9605, 2567, 5127, 5904, 5154, 9134, 8371, 8122, 9531, 7103, 7037, 9553, 4333, 1006, 5745, 1650, 5117]"
"[5134, 8302, 6421, 6882, 8855, 4351, 6400, 7109, 6994, 3903, 4842, 2837, 9833, 4753, 1186, 8579, 4522, 1755, 5731, 9133, 5134, 8302, 6421, 6882, 8855, 4351, 6400, 7109, 6994, 3903, 4842, 2837, 9833, 4753, 1186, 8579, 4522, 1755, 5731]","[5731, 5731, 6882, 5134, 6994, 6421, 8579, 4842, 8855, 3903, 4522, 8302, 6400, 2837, 7109, 1755, 1186, 9833, 4351, 4753, 5134, 8302, 6421, 6882, 8855, 4351, 6400, 7109, 6994, 3903, 4842, 2837, 9833, 4753, 1186, 8579, 4522, 1755, 9133]",9133,"[6400, 8579, 5134, 4753, 6421, 2837, 8855, 1186, 4522, 3903, 7109, 6994, 1755, 6882, 5731, 9833, 4842, 8302, 4351]"
"[4978, 9852, 3155, 7938, 5263, 3649, 3261, 3108, 5731, 1276, 2029, 9391, 7903, 5760, 2109, 6082, 4069, 6670, 7922, 6770, 4978, 9852, 3155, 7938, 5263, 3649, 3261, 3108, 5731, 1276, 2029, 9391, 7903, 5760, 2109, 6082, 4069, 6670, 7922]","[3155, 5263, 9391, 9852, 7922, 3649, 3108, 2029, 6082, 3261, 6670, 7938, 3649, 4978, 1276, 5760, 4069, 7903, 5731, 2109, 4978, 9852, 3155, 7938, 5263, 3649, 3261, 3108, 5731, 1276, 2029, 9391, 7903, 5760, 2109, 6082, 4069, 6670, 6770]",6770,"[5760, 7938, 6670, 5263, 9852, 3108, 9391, 2109, 3261, 3649, 6082, 3155, 7903, 5731, 4069, 2029, 4978, 7922, 1276]"
"[9521, 3270, 2165, 6373, 7378, 2899, 3169, 6132, 1298, 9960, 1724, 7907, 6691, 3021, 1963, 6466, 3881, 9826, 1907, 3571, 9521, 3270, 2165, 6373, 7378, 2899, 3169, 6132, 1298, 9960, 1724, 7907, 6691, 3021, 1963, 6466, 3881, 9826, 1907]","[1907, 2899, 6691, 3021, 6373, 9521, 1724, 3270, 7907, 3881, 9826, 7378, 2165, 1963, 3881, 3169, 1298, 6132, 9960, 6466, 9521, 3270, 2165, 6373, 7378, 2899, 3169, 6132, 1298, 9960, 1724, 7907, 6691, 3021, 1963, 6466, 3881, 9826, 3571]",3571,"[1298, 6691, 3881, 1963, 9521, 1724, 6466, 3270, 3021, 7378, 2899, 3169, 9826, 7907, 6373, 9960, 1907, 6132, 2165]"
"[6955, 1286, 2279, 5649, 6352, 5370, 1744, 1779, 2992, 3715, 9135, 2785, 7650, 2101, 9205, 6101, 2090, 8223, 8191, 3683, 6955, 1286, 2279, 5649, 6352, 5370, 1744, 1779, 2992, 3715, 9135, 2785, 7650, 2101, 9205, 6101, 2090, 8223, 8191]","[8191, 6352, 2992, 6101, 9205, 8223, 2279, 9135, 5649, 1779, 6955, 7650, 1744, 2785, 3715, 2101, 6101, 2090, 1286, 5370, 6955, 1286, 2279, 5649, 6352, 5370, 1744, 1779, 2992, 3715, 9135, 2785, 7650, 2101, 9205, 6101, 2090, 8223, 3683]",3683,"[3715, 1286, 5649, 8223, 2090, 6955, 9135, 2992, 2101, 6352, 1744, 6101, 2785, 7650, 2279, 1779, 9205, 5370, 8191]"
"[7504, 4918, 5644, 5617, 8671, 3633, 7503, 2865, 8543, 1019, 8600, 8544, 4492, 2420, 1968, 6823, 8004, 2616, 3469, 8166, 7504, 4918, 5644, 5617, 8671, 3633, 7503, 2865, 8543, 1019, 8600, 8544, 4492, 2420, 1968, 6823, 8004, 2616, 3469]","[7503, 6823, 5617, 8543, 3633, 1019, 8671, 2616, 2420, 6823, 2865, 8544, 8004, 1968, 5644, 4918, 8600, 3469, 7504, 4492, 7504, 4918, 5644, 5617, 8671, 3633, 7503, 2865, 8543, 1019, 8600, 8544, 4492, 2420, 1968, 6823, 8004, 2616, 8166]",8166,"[5644, 4492, 3469, 8600, 6823, 1968, 3633, 2865, 4918, 2616, 8004, 7503, 7504, 8543, 8544, 8671, 5617, 2420, 1019]"
