question,A,B,C,D,answer,category,clean,corrupted,correct_idx,incorrect_idx
The distance between the Earth and the star Altair is one million times greater than the distance between the Earth and the Sun. How far is Altair from the Earth?,9.3 x 1013 meters,9.3 x 1010 meters,1.5 x 1014 meters,1.5 x 1017 meters,D,astronomy,"The distance between the Earth and the star Altair is one million times greater than the distance between the Earth and the Sun. How far is Altair from the Earth?
(A) 9.3 x 1013 meters
(B) 9.3 x 1010 meters
(C) 1.5 x 1014 meters
(D) 1.5 x 1017 meters
Answer: (","Which is the most possible answer?
(A) 9.3 x 1013 meters
(B) 9.3 x 1010 meters
(C) 1.5 x 1014 meters
(D) 1.5 x 1017 meters
Answer: (",35,"[32, 33, 34]"
Why did Ptolemy have the planets orbiting Earth on ‘circles upon circles’ in his model of the universe?,To explain why more distant planets take longer to make a circuit through the constellations of the zodiac.,To explain the fact that planets sometimes appear to move westward rather than eastward relative to the stars in our sky.,To explain why the Greeks were unable to detect stellar paralax.,To properly account for the varying distances of the planets from Earth.,B,astronomy,"Why did Ptolemy have the planets orbiting Earth on ‘circles upon circles’ in his model of the universe?
(A) To explain why more distant planets take longer to make a circuit through the constellations of the zodiac.
(B) To explain the fact that planets sometimes appear to move westward rather than eastward relative to the stars in our sky.
(C) To explain why the Greeks were unable to detect stellar paralax.
(D) To properly account for the varying distances of the planets from Earth.
Answer: (","Which is the most possible answer?
(A) To explain why more distant planets take longer to make a circuit through the constellations of the zodiac.
(B) To explain the fact that planets sometimes appear to move westward rather than eastward relative to the stars in our sky.
(C) To explain why the Greeks were unable to detect stellar paralax.
(D) To properly account for the varying distances of the planets from Earth.
Answer: (",33,"[32, 34, 35]"
Sunspots are black regions that temporarily appear on the Sun. Their number highly increases every ... years. This period is also called the solar cycle.,9,11,13,15,B,astronomy,"Sunspots are black regions that temporarily appear on the Sun. Their number highly increases every ... years. This period is also called the solar cycle.
(A) 9
(B) 11
(C) 13
(D) 15
Answer: (","Which is the most possible answer?
(A) 9
(B) 11
(C) 13
(D) 15
Answer: (",33,"[32, 34, 35]"
Which planet(s) in the solar system has/have active plate tectonics?,Mars,Venus,Earth,Mars and Earth,C,astronomy,"Which planet(s) in the solar system has/have active plate tectonics?
(A) Mars
(B) Venus
(C) Earth
(D) Mars and Earth
Answer: (","Which is the most possible answer?
(A) Mars
(B) Venus
(C) Earth
(D) Mars and Earth
Answer: (",34,"[32, 33, 35]"
The sky is blue because,the Sun mainly emits blue light.,the atmosphere absorbs mostly blue light.,molecules scatter red light more effectively than blue light.,molecules scatter blue light more effectively than red light.,D,astronomy,"The sky is blue because
(A) the Sun mainly emits blue light.
(B) the atmosphere absorbs mostly blue light.
(C) molecules scatter red light more effectively than blue light.
(D) molecules scatter blue light more effectively than red light.
Answer: (","Which is the most possible answer?
(A) the Sun mainly emits blue light.
(B) the atmosphere absorbs mostly blue light.
(C) molecules scatter red light more effectively than blue light.
(D) molecules scatter blue light more effectively than red light.
Answer: (",35,"[32, 33, 34]"
What are the conditions necessary for a terrestrial planet to have a strong magnetic field?,fast rotation only,a rocky mantle only,a molten metallic core only,both a molten metallic core and reasonably fast rotation,D,astronomy,"What are the conditions necessary for a terrestrial planet to have a strong magnetic field?
(A) fast rotation only
(B) a rocky mantle only
(C) a molten metallic core only
(D) both a molten metallic core and reasonably fast rotation
Answer: (","Which is the most possible answer?
(A) fast rotation only
(B) a rocky mantle only
(C) a molten metallic core only
(D) both a molten metallic core and reasonably fast rotation
Answer: (",35,"[32, 33, 34]"
Where are the Trojan asteroids located?,in the center of the asteroid belt,on orbits that cross Earth's orbit,surrounding Jupiter,along Jupiter's orbit 60° ahead of and behind Jupiter,D,astronomy,"Where are the Trojan asteroids located?
(A) in the center of the asteroid belt
(B) on orbits that cross Earth's orbit
(C) surrounding Jupiter
(D) along Jupiter's orbit 60° ahead of and behind Jupiter
Answer: (","Which is the most possible answer?
(A) in the center of the asteroid belt
(B) on orbits that cross Earth's orbit
(C) surrounding Jupiter
(D) along Jupiter's orbit 60° ahead of and behind Jupiter
Answer: (",35,"[32, 33, 34]"
Which of the following lists the ingredients of the solar nebula from highest to lowest percentage of mass in the nebula?,hydrogen compounds (H2O CH4 NH3) light gases (H He) metals rocks,hydrogen compounds (H2O CH4 NH3) light gases (H He) rocks metals,light gases (H He) hydrogen compounds (H2O CH4 NH3) metals rocks,light gases (H He) hydrogen compounds (H2O CH4 NH3) rocks metals,D,astronomy,"Which of the following lists the ingredients of the solar nebula from highest to lowest percentage of mass in the nebula?
(A) hydrogen compounds (H2O CH4 NH3) light gases (H He) metals rocks
(B) hydrogen compounds (H2O CH4 NH3) light gases (H He) rocks metals
(C) light gases (H He) hydrogen compounds (H2O CH4 NH3) metals rocks
(D) light gases (H He) hydrogen compounds (H2O CH4 NH3) rocks metals
Answer: (","Which is the most possible answer?
(A) hydrogen compounds (H2O CH4 NH3) light gases (H He) metals rocks
(B) hydrogen compounds (H2O CH4 NH3) light gases (H He) rocks metals
(C) light gases (H He) hydrogen compounds (H2O CH4 NH3) metals rocks
(D) light gases (H He) hydrogen compounds (H2O CH4 NH3) rocks metals
Answer: (",35,"[32, 33, 34]"
When was the telescope invented by Galileo?,1409,1509,1609,1709,C,astronomy,"When was the telescope invented by Galileo?
(A) 1409
(B) 1509
(C) 1609
(D) 1709
Answer: (","Which is the most possible answer?
(A) 1409
(B) 1509
(C) 1609
(D) 1709
Answer: (",34,"[32, 33, 35]"
Mars has an atmosphere that is almost entirely carbon dioxide.Why isn't there a strong greenhouse effect keeping the planet warm?,Mars does not have enough internal heat to drive the greenhouse effect,Mars is too far from the sun for the greenhouse effect to work,the greenhouse effect requires an ozone layer which Mars does not have,the atmosphere on Mars is too thin to trap a significant amount of heat,D,astronomy,"Mars has an atmosphere that is almost entirely carbon dioxide.Why isn't there a strong greenhouse effect keeping the planet warm?
(A) Mars does not have enough internal heat to drive the greenhouse effect
(B) Mars is too far from the sun for the greenhouse effect to work
(C) the greenhouse effect requires an ozone layer which Mars does not have
(D) the atmosphere on Mars is too thin to trap a significant amount of heat
Answer: (","Which is the most possible answer?
(A) Mars does not have enough internal heat to drive the greenhouse effect
(B) Mars is too far from the sun for the greenhouse effect to work
(C) the greenhouse effect requires an ozone layer which Mars does not have
(D) the atmosphere on Mars is too thin to trap a significant amount of heat
Answer: (",35,"[32, 33, 34]"
You've made a scientific theory that there is a force between all objects. This forcce has both a dark and light side. When will your theory be proven correct?,When you and many other Jedi have tested the hypothesis,Jean-Luc Skywalker drops Yoda during the day and he falls to the ground proving your theory.,"You can never prove your theory to be correct only ""yet to be proven wrong.""",After you've repeated your experiment many times,C,astronomy,"You've made a scientific theory that there is a force between all objects. This forcce has both a dark and light side. When will your theory be proven correct?
(A) When you and many other Jedi have tested the hypothesis
(B) Jean-Luc Skywalker drops Yoda during the day and he falls to the ground proving your theory.
(C) You can never prove your theory to be correct only ""yet to be proven wrong.""
(D) After you've repeated your experiment many times
Answer: (","Which is the most possible answer?
(A) When you and many other Jedi have tested the hypothesis
(B) Jean-Luc Skywalker drops Yoda during the day and he falls to the ground proving your theory.
(C) You can never prove your theory to be correct only ""yet to be proven wrong.""
(D) After you've repeated your experiment many times
Answer: (",34,"[32, 33, 35]"
Why do Uranus and Neptune have blue methane clouds but Jupiter and Saturn do not?,Methane does not condense into ice in the warmer atmospheric temperatures of Jupiter and Saturn.,Methane did not exist in the solar nebula at the radii of Jupiter and Saturn when the planets formed.,The relatively slow rotation of Uranus and Neptune allows methane to migrate to higher levels in the atmosphere and condense into clouds.,Methane reacts with the abundant ammonia clouds in Jupiter and Saturn and is removed from the atmosphere.,A,astronomy,"Why do Uranus and Neptune have blue methane clouds but Jupiter and Saturn do not?
(A) Methane does not condense into ice in the warmer atmospheric temperatures of Jupiter and Saturn.
(B) Methane did not exist in the solar nebula at the radii of Jupiter and Saturn when the planets formed.
(C) The relatively slow rotation of Uranus and Neptune allows methane to migrate to higher levels in the atmosphere and condense into clouds.
(D) Methane reacts with the abundant ammonia clouds in Jupiter and Saturn and is removed from the atmosphere.
Answer: (","Which is the most possible answer?
(A) Methane does not condense into ice in the warmer atmospheric temperatures of Jupiter and Saturn.
(B) Methane did not exist in the solar nebula at the radii of Jupiter and Saturn when the planets formed.
(C) The relatively slow rotation of Uranus and Neptune allows methane to migrate to higher levels in the atmosphere and condense into clouds.
(D) Methane reacts with the abundant ammonia clouds in Jupiter and Saturn and is removed from the atmosphere.
Answer: (",32,"[33, 34, 35]"
All of the following have been cited as evidence for the Giant Impact Hypothesis except:,The relative size of the Moon to the size of Earth is large compared to most planets and their moon.,Most rocks on the Moon’s surface are older than those on the Earth’s surface.,The Moon has a much smaller iron core than the Earth even considering its size.,The Moon was once entirely molten.,B,astronomy,"All of the following have been cited as evidence for the Giant Impact Hypothesis except:
(A) The relative size of the Moon to the size of Earth is large compared to most planets and their moon.
(B) Most rocks on the Moon’s surface are older than those on the Earth’s surface.
(C) The Moon has a much smaller iron core than the Earth even considering its size.
(D) The Moon was once entirely molten.
Answer: (","Which is the most possible answer?
(A) The relative size of the Moon to the size of Earth is large compared to most planets and their moon.
(B) Most rocks on the Moon’s surface are older than those on the Earth’s surface.
(C) The Moon has a much smaller iron core than the Earth even considering its size.
(D) The Moon was once entirely molten.
Answer: (",33,"[32, 34, 35]"
Why do scientists think Mars was once warmer and wetter?,Mars shows evidence of significant volcanism which implies that the climate was once warmer and therefore wetter,early observations showed what appeared to be changing vegetation patterns and canals indicating the presence of water,there are many geologic features on Mars that are difficult to explain unless liquid water was once stable at the surface,all planets tend to begin with warm wet climates and gradually become cold and dry with smaller planets cooling faster than larger planets,C,astronomy,"Why do scientists think Mars was once warmer and wetter?
(A) Mars shows evidence of significant volcanism which implies that the climate was once warmer and therefore wetter
(B) early observations showed what appeared to be changing vegetation patterns and canals indicating the presence of water
(C) there are many geologic features on Mars that are difficult to explain unless liquid water was once stable at the surface
(D) all planets tend to begin with warm wet climates and gradually become cold and dry with smaller planets cooling faster than larger planets
Answer: (","Which is the most possible answer?
(A) Mars shows evidence of significant volcanism which implies that the climate was once warmer and therefore wetter
(B) early observations showed what appeared to be changing vegetation patterns and canals indicating the presence of water
(C) there are many geologic features on Mars that are difficult to explain unless liquid water was once stable at the surface
(D) all planets tend to begin with warm wet climates and gradually become cold and dry with smaller planets cooling faster than larger planets
Answer: (",34,"[32, 33, 35]"
How do astronomers think Jupiter generates its internal heat?,nuclear fusion in the core,by contracting changing gravitational potential energy into thermal energy,internal friction due to its high rotation rate,chemical processes,B,astronomy,"How do astronomers think Jupiter generates its internal heat?
(A) nuclear fusion in the core
(B) by contracting changing gravitational potential energy into thermal energy
(C) internal friction due to its high rotation rate
(D) chemical processes
Answer: (","Which is the most possible answer?
(A) nuclear fusion in the core
(B) by contracting changing gravitational potential energy into thermal energy
(C) internal friction due to its high rotation rate
(D) chemical processes
Answer: (",33,"[32, 34, 35]"
Which one of these constellations is not located along the Milky Way in the sky?,Perseus,Cygnus,Scorpius,Leo,D,astronomy,"Which one of these constellations is not located along the Milky Way in the sky?
(A) Perseus
(B) Cygnus
(C) Scorpius
(D) Leo
Answer: (","Which is the most possible answer?
(A) Perseus
(B) Cygnus
(C) Scorpius
(D) Leo
Answer: (",35,"[32, 33, 34]"
From shortest to longest wavelength which of the following correctly orders the different categories of electromagnetic radiation?,infrared visible light ultraviolet X rays gamma rays radio,radio infrared visible light ultraviolet X rays gamma rays,gamma rays X rays visible light ultraviolet infrared radio,gamma rays X rays ultraviolet visible light infrared radio,D,astronomy,"From shortest to longest wavelength which of the following correctly orders the different categories of electromagnetic radiation?
(A) infrared visible light ultraviolet X rays gamma rays radio
(B) radio infrared visible light ultraviolet X rays gamma rays
(C) gamma rays X rays visible light ultraviolet infrared radio
(D) gamma rays X rays ultraviolet visible light infrared radio
Answer: (","Which is the most possible answer?
(A) infrared visible light ultraviolet X rays gamma rays radio
(B) radio infrared visible light ultraviolet X rays gamma rays
(C) gamma rays X rays visible light ultraviolet infrared radio
(D) gamma rays X rays ultraviolet visible light infrared radio
Answer: (",35,"[32, 33, 34]"
Approximately how long does it take Pluto to orbit the Sun once?,150 years,200 years,250 years,300 years,C,astronomy,"Approximately how long does it take Pluto to orbit the Sun once?
(A) 150 years
(B) 200 years
(C) 250 years
(D) 300 years
Answer: (","Which is the most possible answer?
(A) 150 years
(B) 200 years
(C) 250 years
(D) 300 years
Answer: (",34,"[32, 33, 35]"
Mars might be a place for future human explorations. However humans can not breathe on the surface of Mars because the atmosphere consists mostly of ...,Nitrogen,Argon,Methane,CO2,D,astronomy,"Mars might be a place for future human explorations. However humans can not breathe on the surface of Mars because the atmosphere consists mostly of ...
(A) Nitrogen
(B) Argon
(C) Methane
(D) CO2
Answer: (","Which is the most possible answer?
(A) Nitrogen
(B) Argon
(C) Methane
(D) CO2
Answer: (",35,"[32, 33, 34]"
Which of the jovian planets have rings?,Neptune,Uranus,Saturn,all of the above,D,astronomy,"Which of the jovian planets have rings?
(A) Neptune
(B) Uranus
(C) Saturn
(D) all of the above
Answer: (","Which is the most possible answer?
(A) Neptune
(B) Uranus
(C) Saturn
(D) all of the above
Answer: (",35,"[32, 33, 34]"
Besides large astronomical objects astrophysicists are also interested in small particles from space. Which one of these particles has the weakest interactions with other particles?,µ Muons,Antiparticles,ν Neutrinos,π Pions,C,astronomy,"Besides large astronomical objects astrophysicists are also interested in small particles from space. Which one of these particles has the weakest interactions with other particles?
(A) µ Muons
(B) Antiparticles
(C) ν Neutrinos
(D) π Pions
Answer: (","Which is the most possible answer?
(A) µ Muons
(B) Antiparticles
(C) ν Neutrinos
(D) π Pions
Answer: (",34,"[32, 33, 35]"
Approximately how old is the surface of Venus?,750 million years.,2 billion years.,3 billion years.,4.5 billion years.,A,astronomy,"Approximately how old is the surface of Venus?
(A) 750 million years.
(B) 2 billion years.
(C) 3 billion years.
(D) 4.5 billion years.
Answer: (","Which is the most possible answer?
(A) 750 million years.
(B) 2 billion years.
(C) 3 billion years.
(D) 4.5 billion years.
Answer: (",32,"[33, 34, 35]"
"Why do jovian planets bulge around the equator that is have a ""squashed"" appearance?",Their large systems of moons and rings gravitationally attract the mass around the equator more.,They are much more massive than the terrestrial planets.,Their rapid rotation flings the mass near the equator outward.,Their internal heat sources exert a pressure against the sides of the planets.,C,astronomy,"Why do jovian planets bulge around the equator that is have a ""squashed"" appearance?
(A) Their large systems of moons and rings gravitationally attract the mass around the equator more.
(B) They are much more massive than the terrestrial planets.
(C) Their rapid rotation flings the mass near the equator outward.
(D) Their internal heat sources exert a pressure against the sides of the planets.
Answer: (","Which is the most possible answer?
(A) Their large systems of moons and rings gravitationally attract the mass around the equator more.
(B) They are much more massive than the terrestrial planets.
(C) Their rapid rotation flings the mass near the equator outward.
(D) Their internal heat sources exert a pressure against the sides of the planets.
Answer: (",34,"[32, 33, 35]"
How do astronomers think Jupiter generates its internal heat?,through exothermic chemical reactions converting chemical potential energy into thermal energy,nuclear fusion,by contracting changing gravitational potential energy into thermal energy,internal friction due to its rapid rotation rate and differential rotation,C,astronomy,"How do astronomers think Jupiter generates its internal heat?
(A) through exothermic chemical reactions converting chemical potential energy into thermal energy
(B) nuclear fusion
(C) by contracting changing gravitational potential energy into thermal energy
(D) internal friction due to its rapid rotation rate and differential rotation
Answer: (","Which is the most possible answer?
(A) through exothermic chemical reactions converting chemical potential energy into thermal energy
(B) nuclear fusion
(C) by contracting changing gravitational potential energy into thermal energy
(D) internal friction due to its rapid rotation rate and differential rotation
Answer: (",34,"[32, 33, 35]"
What defines the habitable zone around a star?,the region around a star where liquid water can potentially exist on planetary surfaces,the region around a star where humans can survive,the region around a star where the ultraviolet radiation does not destroy organisms on a planetary surface,the region around a star where life exists,A,astronomy,"What defines the habitable zone around a star?
(A) the region around a star where liquid water can potentially exist on planetary surfaces
(B) the region around a star where humans can survive
(C) the region around a star where the ultraviolet radiation does not destroy organisms on a planetary surface
(D) the region around a star where life exists
Answer: (","Which is the most possible answer?
(A) the region around a star where liquid water can potentially exist on planetary surfaces
(B) the region around a star where humans can survive
(C) the region around a star where the ultraviolet radiation does not destroy organisms on a planetary surface
(D) the region around a star where life exists
Answer: (",32,"[33, 34, 35]"
Why are Cepheid stars relevant for astronomers?,To measure interstellar mass.,To measure galactic distances.,To measure galactic energy-density.,To measure interstellar density.,B,astronomy,"Why are Cepheid stars relevant for astronomers?
(A) To measure interstellar mass.
(B) To measure galactic distances.
(C) To measure galactic energy-density.
(D) To measure interstellar density.
Answer: (","Which is the most possible answer?
(A) To measure interstellar mass.
(B) To measure galactic distances.
(C) To measure galactic energy-density.
(D) To measure interstellar density.
Answer: (",33,"[32, 34, 35]"
What is the so-called bolometric luminosity in astronomy?,The luminosity integrated over vertically polarized wavelengths.,The luminosity integrated over horizontally wavelengths.,The luminosity integrated over visible wavelengths.,The luminosity integrated over all wavelengths.,D,astronomy,"What is the so-called bolometric luminosity in astronomy?
(A) The luminosity integrated over vertically polarized wavelengths.
(B) The luminosity integrated over horizontally wavelengths.
(C) The luminosity integrated over visible wavelengths.
(D) The luminosity integrated over all wavelengths.
Answer: (","Which is the most possible answer?
(A) The luminosity integrated over vertically polarized wavelengths.
(B) The luminosity integrated over horizontally wavelengths.
(C) The luminosity integrated over visible wavelengths.
(D) The luminosity integrated over all wavelengths.
Answer: (",35,"[32, 33, 34]"
Radio telescopes are crucial for astronomical observations. Which one of these well-known radio telescopes has the largest parabolic antenna?,Green Bank Telescope,Arecibo Telescope,Yevpatoria RT-70 Telescope,Effelsberg Telescope,B,astronomy,"Radio telescopes are crucial for astronomical observations. Which one of these well-known radio telescopes has the largest parabolic antenna?
(A) Green Bank Telescope
(B) Arecibo Telescope
(C) Yevpatoria RT-70 Telescope
(D) Effelsberg Telescope
Answer: (","Which is the most possible answer?
(A) Green Bank Telescope
(B) Arecibo Telescope
(C) Yevpatoria RT-70 Telescope
(D) Effelsberg Telescope
Answer: (",33,"[32, 34, 35]"
Find the best approximation for the surface temperature of the Sun:,6000 K,7000 K,9000 K,13000 K,A,astronomy,"Find the best approximation for the surface temperature of the Sun:
(A) 6000 K
(B) 7000 K
(C) 9000 K
(D) 13000 K
Answer: (","Which is the most possible answer?
(A) 6000 K
(B) 7000 K
(C) 9000 K
(D) 13000 K
Answer: (",32,"[33, 34, 35]"
Previous IAAC rounds featured Proxima/Alpha Centauri as closes star(system) to the Earth. Which one is the second closest star(system)?,Wolf 359,Sirius,61 Cygni,Barnard’s Star,D,astronomy,"Previous IAAC rounds featured Proxima/Alpha Centauri as closes star(system) to the Earth. Which one is the second closest star(system)?
(A) Wolf 359
(B) Sirius
(C) 61 Cygni
(D) Barnard’s Star
Answer: (","Which is the most possible answer?
(A) Wolf 359
(B) Sirius
(C) 61 Cygni
(D) Barnard’s Star
Answer: (",35,"[32, 33, 34]"
How are planetary rings made?,From the dismantling of small moons by impacts,From fragments of planets ejected by impacts,From dust grains that escape from passing comets,From accretion within the solar nebula at the same time the planets formed,A,astronomy,"How are planetary rings made?
(A) From the dismantling of small moons by impacts
(B) From fragments of planets ejected by impacts
(C) From dust grains that escape from passing comets
(D) From accretion within the solar nebula at the same time the planets formed
Answer: (","Which is the most possible answer?
(A) From the dismantling of small moons by impacts
(B) From fragments of planets ejected by impacts
(C) From dust grains that escape from passing comets
(D) From accretion within the solar nebula at the same time the planets formed
Answer: (",32,"[33, 34, 35]"
The lunar maria are:,ancient heavily cratered highlands,dark lavas inside volcanic calderas,dark lavas filling older impact basins,the bright regions on the Moon,C,astronomy,"The lunar maria are:
(A) ancient heavily cratered highlands
(B) dark lavas inside volcanic calderas
(C) dark lavas filling older impact basins
(D) the bright regions on the Moon
Answer: (","Which is the most possible answer?
(A) ancient heavily cratered highlands
(B) dark lavas inside volcanic calderas
(C) dark lavas filling older impact basins
(D) the bright regions on the Moon
Answer: (",34,"[32, 33, 35]"
One astronomical unit (AU) is equal to approximately ...,130 million km,150 million km,170 million km,190 million km,B,astronomy,"One astronomical unit (AU) is equal to approximately ...
(A) 130 million km
(B) 150 million km
(C) 170 million km
(D) 190 million km
Answer: (","Which is the most possible answer?
(A) 130 million km
(B) 150 million km
(C) 170 million km
(D) 190 million km
Answer: (",33,"[32, 34, 35]"
