question,A,B,C,D,answer,category,clean,corrupted,correct_idx,incorrect_idx
 Current changes in behaviors clearly show that ______ is taking over more and more of consumer online searches.,Social media.,Mobile.,Internet.,Blog.,B,marketing," Current changes in behaviors clearly show that ______ is taking over more and more of consumer online searches.
(A) Social media.
(B) Mobile.
(C) Internet.
(D) Blog.
Answer: (","Which is the most possible answer?
(A) Social media.
(B) Mobile.
(C) Internet.
(D) Blog.
Answer: (",33,"[32, 34, 35]"
"Once a train pulls out of a station, or an aeroplane takes off or a film starts, those seats are lost and can never be sold. This is referred to as:",Inseparability.,Variability.,Intangibility.,Perishability.,D,marketing,"Once a train pulls out of a station, or an aeroplane takes off or a film starts, those seats are lost and can never be sold. This is referred to as:
(A) Inseparability.
(B) Variability.
(C) Intangibility.
(D) Perishability.
Answer: (","Which is the most possible answer?
(A) Inseparability.
(B) Variability.
(C) Intangibility.
(D) Perishability.
Answer: (",35,"[32, 33, 34]"
 The train operator understands customer desire for a comfortable seat but fails to specify how many should be provided relative to the anticipated number of travellers on each route. This is an example of:,GAP 2-the gap between management perception and service-quality specification.,GAP1-the gap between the customer's expectations and management perception.,GAP 3-the gap between service-quality specifications and service delivery.,GAP 4-the gap between service delivery and external communications.,A,marketing," The train operator understands customer desire for a comfortable seat but fails to specify how many should be provided relative to the anticipated number of travellers on each route. This is an example of:
(A) GAP 2-the gap between management perception and service-quality specification.
(B) GAP1-the gap between the customer's expectations and management perception.
(C) GAP 3-the gap between service-quality specifications and service delivery.
(D) GAP 4-the gap between service delivery and external communications.
Answer: (","Which is the most possible answer?
(A) GAP 2-the gap between management perception and service-quality specification.
(B) GAP1-the gap between the customer's expectations and management perception.
(C) GAP 3-the gap between service-quality specifications and service delivery.
(D) GAP 4-the gap between service delivery and external communications.
Answer: (",32,"[33, 34, 35]"
 This is part of the communication process and refers to the responses offered by receivers:,Encoding.,Decoding.,Transfer.,Feedback.,D,marketing," This is part of the communication process and refers to the responses offered by receivers:
(A) Encoding.
(B) Decoding.
(C) Transfer.
(D) Feedback.
Answer: (","Which is the most possible answer?
(A) Encoding.
(B) Decoding.
(C) Transfer.
(D) Feedback.
Answer: (",35,"[32, 33, 34]"
 Economic—marketing should encourage long-term economic development as opposed to short-term economic development.,"Ecological, evolutionary, and economic","Ecological, equitable, and economic","Evolutionary, equitable, and economic.","Ecological, equitable, and emerging.",B,marketing," Economic—marketing should encourage long-term economic development as opposed to short-term economic development.
(A) Ecological, evolutionary, and economic
(B) Ecological, equitable, and economic
(C) Evolutionary, equitable, and economic.
(D) Ecological, equitable, and emerging.
Answer: (","Which is the most possible answer?
(A) Ecological, evolutionary, and economic
(B) Ecological, equitable, and economic
(C) Evolutionary, equitable, and economic.
(D) Ecological, equitable, and emerging.
Answer: (",33,"[32, 34, 35]"
 Individuals become completely immersed in their environment and actively participate so that they affect actual performances or occurrences in the environment. This is referred to as:,Educational realm.,Escapist realm.,Aesthetic realm.,Entertainment realm.,B,marketing," Individuals become completely immersed in their environment and actively participate so that they affect actual performances or occurrences in the environment. This is referred to as:
(A) Educational realm.
(B) Escapist realm.
(C) Aesthetic realm.
(D) Entertainment realm.
Answer: (","Which is the most possible answer?
(A) Educational realm.
(B) Escapist realm.
(C) Aesthetic realm.
(D) Entertainment realm.
Answer: (",33,"[32, 34, 35]"
"This is a marketing communication tool that uses non-personal media to create and sustain a personal and intermediary free communication with customers, potential customers, and other significant stakeholders:",Direct marketing.,Advertising.,Public relations.,Sales promotion.,A,marketing,"This is a marketing communication tool that uses non-personal media to create and sustain a personal and intermediary free communication with customers, potential customers, and other significant stakeholders:
(A) Direct marketing.
(B) Advertising.
(C) Public relations.
(D) Sales promotion.
Answer: (","Which is the most possible answer?
(A) Direct marketing.
(B) Advertising.
(C) Public relations.
(D) Sales promotion.
Answer: (",32,"[33, 34, 35]"
" It has been claimed that the three major outcomes from the development of relationship trust are satisfaction, ___________, and continuity (Pavlou, 2002).",Reduced perceived risk.,Service recovery.,Service processes.,Efficiency.,A,marketing," It has been claimed that the three major outcomes from the development of relationship trust are satisfaction, ___________, and continuity (Pavlou, 2002).
(A) Reduced perceived risk.
(B) Service recovery.
(C) Service processes.
(D) Efficiency.
Answer: (","Which is the most possible answer?
(A) Reduced perceived risk.
(B) Service recovery.
(C) Service processes.
(D) Efficiency.
Answer: (",32,"[33, 34, 35]"
The family life cycle:,Is a way to apply psychographic segmentation.,Refers to the process of family formation and dissolution.,"Provides insights into the relationships among age, occupation, income, and housing.",Is composed of the 11 stages of personal growth from infancy to retirement.,B,marketing,"The family life cycle:
(A) Is a way to apply psychographic segmentation.
(B) Refers to the process of family formation and dissolution.
(C) Provides insights into the relationships among age, occupation, income, and housing.
(D) Is composed of the 11 stages of personal growth from infancy to retirement.
Answer: (","Which is the most possible answer?
(A) Is a way to apply psychographic segmentation.
(B) Refers to the process of family formation and dissolution.
(C) Provides insights into the relationships among age, occupation, income, and housing.
(D) Is composed of the 11 stages of personal growth from infancy to retirement.
Answer: (",33,"[32, 34, 35]"
"A marketing research firm contracts with clients to conduct a complete marketing research project from data collection, analysis, and reporting. It is a__________ firm.",Consultant.,Field agency.,Full-service agency.,Tabulation agency.,C,marketing,"A marketing research firm contracts with clients to conduct a complete marketing research project from data collection, analysis, and reporting. It is a__________ firm.
(A) Consultant.
(B) Field agency.
(C) Full-service agency.
(D) Tabulation agency.
Answer: (","Which is the most possible answer?
(A) Consultant.
(B) Field agency.
(C) Full-service agency.
(D) Tabulation agency.
Answer: (",34,"[32, 33, 35]"
"A company builds its sales message, advertising message, and promotion theme to influence how a particular market sector perceives a good or service in comparison with the competition. The company is primarily engaged in",segmentation,mass customization,concentrated targeting,positioning,D,marketing,"A company builds its sales message, advertising message, and promotion theme to influence how a particular market sector perceives a good or service in comparison with the competition. The company is primarily engaged in
(A) segmentation
(B) mass customization
(C) concentrated targeting
(D) positioning
Answer: (","Which is the most possible answer?
(A) segmentation
(B) mass customization
(C) concentrated targeting
(D) positioning
Answer: (",35,"[32, 33, 34]"
" With this pricing approach, the pricing process begins with the customer; not the cost of the product offering:",Value-based pricing.,Cost-based pricing.,Customer-led pricing.,Sales pricing.,A,marketing," With this pricing approach, the pricing process begins with the customer; not the cost of the product offering:
(A) Value-based pricing.
(B) Cost-based pricing.
(C) Customer-led pricing.
(D) Sales pricing.
Answer: (","Which is the most possible answer?
(A) Value-based pricing.
(B) Cost-based pricing.
(C) Customer-led pricing.
(D) Sales pricing.
Answer: (",32,"[33, 34, 35]"
___________ is based on the idea that customer expectations of the service they will receive shape their perception of the actual service encounter.,Service quality.,Service action.,Service recovery.,Service satisfaction.,A,marketing,"___________ is based on the idea that customer expectations of the service they will receive shape their perception of the actual service encounter.
(A) Service quality.
(B) Service action.
(C) Service recovery.
(D) Service satisfaction.
Answer: (","Which is the most possible answer?
(A) Service quality.
(B) Service action.
(C) Service recovery.
(D) Service satisfaction.
Answer: (",32,"[33, 34, 35]"
 Information collected for the first time specifically for a marketing research study is called:,Secondary research.,Primary research.,Soft research.,Experimental research.,B,marketing," Information collected for the first time specifically for a marketing research study is called:
(A) Secondary research.
(B) Primary research.
(C) Soft research.
(D) Experimental research.
Answer: (","Which is the most possible answer?
(A) Secondary research.
(B) Primary research.
(C) Soft research.
(D) Experimental research.
Answer: (",33,"[32, 34, 35]"
"This includes advertisements that contain 'call-to-response' mechanisms such as telephone numbers, website addresses, email and postal addresses:",Direct response advertising.,Sales promotions.,Mass media advertising.,Public relations.,A,marketing,"This includes advertisements that contain 'call-to-response' mechanisms such as telephone numbers, website addresses, email and postal addresses:
(A) Direct response advertising.
(B) Sales promotions.
(C) Mass media advertising.
(D) Public relations.
Answer: (","Which is the most possible answer?
(A) Direct response advertising.
(B) Sales promotions.
(C) Mass media advertising.
(D) Public relations.
Answer: (",32,"[33, 34, 35]"
Which of the following is not part of the external marketing environment?,Political.,Legal.,Product.,Socio-cultural.,C,marketing,"Which of the following is not part of the external marketing environment?
(A) Political.
(B) Legal.
(C) Product.
(D) Socio-cultural.
Answer: (","Which is the most possible answer?
(A) Political.
(B) Legal.
(C) Product.
(D) Socio-cultural.
Answer: (",34,"[32, 33, 35]"
 In order for exchange to occur:,A complex societal system must be involved.,Organized marketing activities must also occur.,A profit-oriented organization must be involved.,Each party must have something of value to the other party.,D,marketing," In order for exchange to occur:
(A) A complex societal system must be involved.
(B) Organized marketing activities must also occur.
(C) A profit-oriented organization must be involved.
(D) Each party must have something of value to the other party.
Answer: (","Which is the most possible answer?
(A) A complex societal system must be involved.
(B) Organized marketing activities must also occur.
(C) A profit-oriented organization must be involved.
(D) Each party must have something of value to the other party.
Answer: (",35,"[32, 33, 34]"
"Conflict between sequential members in a distribution network, such as producers, distributor, and retailers, over such matters as carrying a particular range or price increases is referred to as:",Channel conflict.,Horizontal conflict.,Vertical conflict.,Supply chain conflict.,C,marketing,"Conflict between sequential members in a distribution network, such as producers, distributor, and retailers, over such matters as carrying a particular range or price increases is referred to as:
(A) Channel conflict.
(B) Horizontal conflict.
(C) Vertical conflict.
(D) Supply chain conflict.
Answer: (","Which is the most possible answer?
(A) Channel conflict.
(B) Horizontal conflict.
(C) Vertical conflict.
(D) Supply chain conflict.
Answer: (",34,"[32, 33, 35]"
Which of the following is an example of costbased pricing?,Basing the price on what the customer is willing to pay,Basing the price on the psychological expectations of the customer,Basing the price on the features and benefits of the product,Basing the price on the full cost of production plus the required profit,D,marketing,"Which of the following is an example of costbased pricing?
(A) Basing the price on what the customer is willing to pay
(B) Basing the price on the psychological expectations of the customer
(C) Basing the price on the features and benefits of the product
(D) Basing the price on the full cost of production plus the required profit
Answer: (","Which is the most possible answer?
(A) Basing the price on what the customer is willing to pay
(B) Basing the price on the psychological expectations of the customer
(C) Basing the price on the features and benefits of the product
(D) Basing the price on the full cost of production plus the required profit
Answer: (",35,"[32, 33, 34]"
Which of the following is typically not a result of recognizing the importance of ethnic groups by marketers?,Use of an undifferentiated one-size-fits-all marketing strategy.,"Adaptation of the advertising, particularly the use of foreign languages, to the target ethnic market.",Variations in product offerings to suit the wants of a particular group.,Study of ethnic buying habits to isolate market segments.,A,marketing,"Which of the following is typically not a result of recognizing the importance of ethnic groups by marketers?
(A) Use of an undifferentiated one-size-fits-all marketing strategy.
(B) Adaptation of the advertising, particularly the use of foreign languages, to the target ethnic market.
(C) Variations in product offerings to suit the wants of a particular group.
(D) Study of ethnic buying habits to isolate market segments.
Answer: (","Which is the most possible answer?
(A) Use of an undifferentiated one-size-fits-all marketing strategy.
(B) Adaptation of the advertising, particularly the use of foreign languages, to the target ethnic market.
(C) Variations in product offerings to suit the wants of a particular group.
(D) Study of ethnic buying habits to isolate market segments.
Answer: (",32,"[33, 34, 35]"
_______________can be defined as the aspect of our psyche that determines the way in which we respond to our environment in a relatively stable way over time.,Perception.,Personality.,Learning.,Memory.,B,marketing,"_______________can be defined as the aspect of our psyche that determines the way in which we respond to our environment in a relatively stable way over time.
(A) Perception.
(B) Personality.
(C) Learning.
(D) Memory.
Answer: (","Which is the most possible answer?
(A) Perception.
(B) Personality.
(C) Learning.
(D) Memory.
Answer: (",33,"[32, 34, 35]"
The six dimensions usually considered to constitute the external marketing environment include all of the following except:,Political considerations.,Global factors.,Socio-cultural aspects.,Economics issues.,B,marketing,"The six dimensions usually considered to constitute the external marketing environment include all of the following except:
(A) Political considerations.
(B) Global factors.
(C) Socio-cultural aspects.
(D) Economics issues.
Answer: (","Which is the most possible answer?
(A) Political considerations.
(B) Global factors.
(C) Socio-cultural aspects.
(D) Economics issues.
Answer: (",33,"[32, 34, 35]"
